County,Number_Of_NPL_Sites,NPL_Score_Sum,Number_Of_Harmful_Power_Plants,Incident_Rate_Trend,Recent_5years_Trend,Time_Adjusted_Cancer_Rate
Essex,0,0.0,1,-0.7,falling,0.4726
Cherokee,1,31.58,2,-2.9,stable,0.4726
McDowell,0,0.0,0,-4.3,stable,0.47250000000000003
Skagit,0,0.0,3,-1.8,stable,0.47250000000000003
Floyd,0,0.0,1,-0.7,stable,0.47250000000000003
Furnas,0,0.0,3,4.3,stable,0.47250000000000003
Baxter,0,0.0,0,0.6,stable,0.4724
Covington City,0,0.0,1,5.2,stable,0.4724
Douglas,2,100.0,3,-0.9,stable,0.4723
Whatcom,1,69.34,4,1.7,stable,0.4723
Anderson,0,0.0,4,-1.3,stable,0.4723
Clarke,0,0.0,2,1.0,stable,0.4721
Limestone,1,61.42,0,0.2,stable,0.4721
Irwin,0,0.0,0,0.2,stable,0.47200000000000003
Tioga,0,0.0,0,-0.7,stable,0.4719
Dauphin,0,0.0,4,0.0,stable,0.4719
Cherokee,0,0.0,2,0.5,stable,0.4718
Hendricks,0,0.0,2,1.5,rising,0.4718
Emmet,1,42.68,0,1.1,stable,0.4717
Meigs,0,0.0,0,4.4,stable,0.4716000000000001
Mercer,0,0.0,4,2.9,stable,0.4715
Cobb,0,0.0,2,-0.3,falling,0.4715
Sanders,0,0.0,0,1.4,stable,0.4715
Morgan,0,0.0,0,1.3,stable,0.4715
Glenn,0,0.0,0,-0.5,stable,0.47140000000000004
Langlade,0,0.0,0,-0.6,stable,0.4713
Macon,0,0.0,0,11.4,stable,0.4713
Marion,0,0.0,0,-0.3,stable,0.4713
Stokes,0,0.0,1,-1.9,stable,0.47109999999999996
Pottawattamie,0,0.0,1,-0.7,falling,0.47109999999999996
Allen,0,0.0,0,-0.4,stable,0.47109999999999996
Chowan,0,0.0,1,1.6,stable,0.47109999999999996
Newton,0,0.0,0,2.4,stable,0.47109999999999996
Buncombe,3,107.22999999999999,1,1.1,stable,0.47109999999999996
Florence,0,0.0,1,-1.9,falling,0.47109999999999996
Perry,0,0.0,1,-0.2,stable,0.47109999999999996
Hampton City,1,50.0,0,-0.6,stable,0.471
Madison,1,48.03,0,1.2,stable,0.47090000000000004
Harnett,0,0.0,0,-4.9,falling,0.4706
Lawrence,0,0.0,0,0.8,stable,0.4705
Foster,0,0.0,0,-16.5,falling,0.4704
Ascension,0,0.0,4,-0.9,falling,0.4703
Clark,1,48.78,2,2.5,stable,0.4703
Marion,2,84.03,4,1.8,stable,0.4703
Martinsville City,0,0.0,1,-2.7,stable,0.47020000000000006
Bristol,0,0.0,0,-3.2,stable,0.47020000000000006
Fulton,0,0.0,1,3.1,stable,0.47020000000000006
Harrison,0,0.0,0,-0.2,stable,0.47009999999999996
Hanover,1,33.71,1,1.2,stable,0.47009999999999996
Livingston,1,33.79,0,-0.8,falling,0.47009999999999996
Clermont,1,50.0,1,-0.5,stable,0.47000000000000003
Ulster,2,83.62,2,-0.9,falling,0.47000000000000003
Lee,0,0.0,1,-0.7,stable,0.47000000000000003
Kaufman,1,48.0,1,-0.2,stable,0.4699
McCurtain,0,0.0,1,-9.2,stable,0.4699
Norfolk City,1,50.0,0,-0.9,falling,0.4699
Johnson,0,0.0,3,0.1,stable,0.4698
Marion,0,0.0,0,1.4,stable,0.4697
Hamblen,0,0.0,0,-0.3,stable,0.4697
Alleghany,1,50.0,1,-4.0,stable,0.4696000000000001
Jackson,1,50.0,0,0.1,stable,0.4696000000000001
Rusk,0,0.0,2,-1.8,stable,0.4696000000000001
Pointe Coupee,0,0.0,1,-2.7,falling,0.4696000000000001
Suwannee,0,0.0,1,5.9,stable,0.46950000000000003
Jasper,0,0.0,1,5.4,stable,0.46950000000000003
Hinds,0,0.0,3,-0.5,stable,0.46950000000000003
Ozaukee,1,46.86,1,1.8,stable,0.46950000000000003
Canyon,0,0.0,1,1.7,stable,0.46939999999999993
Rockdale,0,0.0,0,1.8,stable,0.46939999999999993
Wayne,0,0.0,0,-0.1,stable,0.4693
Lake,7,278.41999999999996,8,-2.4,stable,0.4692
Crenshaw,0,0.0,0,8.9,rising,0.4692
Clarion,0,0.0,0,-0.2,stable,0.4692
McNairy,0,0.0,0,0.3,stable,0.4692
Dorchester,0,0.0,0,-2.4,stable,0.46909999999999996
Winnebago,0,0.0,2,-1.1,stable,0.46909999999999996
Hamilton,1,35.25,3,-0.8,stable,0.46909999999999996
Anderson,1,51.13,2,-3.7,stable,0.469
Sullivan,0,0.0,2,-0.8,stable,0.469
Bleckley,0,0.0,0,3.5,rising,0.469
Delaware,0,0.0,0,1.3,stable,0.46890000000000004
Pulaski,0,0.0,0,-2.0,stable,0.46890000000000004
Hancock,0,0.0,0,4.4,stable,0.46880000000000005
Plymouth,0,0.0,0,-0.1,stable,0.46880000000000005
Jefferson,0,0.0,0,1.7,stable,0.46869999999999995
Richmond,2,100.0,1,2.8,rising,0.4686
Queen Annes,0,0.0,0,4.0,stable,0.4686
Oklahoma,2,92.24000000000001,4,0.7,stable,0.46849999999999997
Salem City,0,0.0,3,-3.8,stable,0.46840000000000004
Cheboygan,0,0.0,1,-3.8,stable,0.46840000000000004
Fulton,0,0.0,11,-1.0,falling,0.46830000000000005
Lee,0,0.0,0,5.4,stable,0.46830000000000005
Greene,0,0.0,0,-7.9,stable,0.46820000000000006
Huron,0,0.0,0,2.8,stable,0.46820000000000006
Hartford,1,44.93,15,-1.5,falling,0.46820000000000006
McKean,0,0.0,0,1.9,stable,0.46820000000000006
Jackson,1,0.0,0,2.5,stable,0.4681
Northumberland,0,0.0,0,-5.0,stable,0.4681
Rutherford,0,0.0,1,1.3,stable,0.468
Boone,1,28.95,0,0.8,stable,0.4679
Plaquemines,0,0.0,2,-0.3,stable,0.4679
Butte,1,33.73,3,-0.8,falling,0.4679
Ware,0,0.0,0,-0.2,stable,0.4678
Lincoln,0,0.0,0,4.6,stable,0.46770000000000006
Bergen,8,340.03,3,-1.0,falling,0.46770000000000006
Fairfield,2,39.92,12,-0.9,stable,0.46770000000000006
Providence,7,339.7699999999999,10,-3.3,falling,0.46770000000000006
Henry,0,0.0,1,-3.1,stable,0.46760000000000007
Marion,1,48.03,1,1.8,stable,0.46760000000000007
Lucas,0,0.0,5,-0.8,stable,0.46760000000000007
Suffolk City,2,107.59,1,0.5,stable,0.46760000000000007
Accomack,0,0.0,4,-1.9,stable,0.4675
Williamsburg,0,0.0,0,-1.4,stable,0.4675
Bennington,4,209.96,0,1.1,stable,0.46740000000000004
Schoharie,0,0.0,0,-0.3,stable,0.46740000000000004
Fannin,0,0.0,0,0.3,stable,0.4673
Coweta,0,0.0,1,0.0,stable,0.4672
Somerset,6,245.60000000000002,2,-8.8,falling,0.46709999999999996
Clinton,0,0.0,2,1.2,stable,0.4670000000000001
Tillman,0,0.0,0,-0.9,stable,0.4670000000000001
Crook,0,0.0,0,-2.9,stable,0.4670000000000001
Richardson,0,0.0,1,3.9,stable,0.46690000000000004
Elbert,0,0.0,0,0.4,stable,0.46690000000000004
Charlevoix,0,0.0,1,1.1,stable,0.46680000000000005
Clinton,0,0.0,0,-0.3,stable,0.4667
Winnebago,0,0.0,3,0.5,stable,0.4667
Jackson,0,0.0,0,-1.3,stable,0.4667
Okfuskee,0,0.0,0,-1.7,stable,0.4667
Placer,0,0.0,5,-0.4,falling,0.4667
Mifflin,1,40.37,0,2.3,stable,0.4667
Morgan,0,0.0,4,0.2,stable,0.4667
Floyd,0,0.0,2,-0.3,stable,0.4666
Phillips,1,0.0,0,0.9,stable,0.46649999999999997
Owen,1,50.0,0,4.6,stable,0.46649999999999997
Angelina,0,0.0,0,-2.0,stable,0.46649999999999997
Polk,2,92.28,8,-0.2,falling,0.4664
Simpson,0,0.0,0,-5.7,stable,0.46630000000000005
Richland,0,0.0,0,-0.5,stable,0.46620000000000006
Tuscola,0,0.0,2,1.1,stable,0.4661
Kershaw,0,0.0,2,-1.7,stable,0.4661
Montgomery,6,251.8,4,1.2,stable,0.466
Searcy,0,0.0,0,2.6,stable,0.466
Coshocton,0,0.0,1,5.0,stable,0.466
Webster,0,0.0,1,-0.5,falling,0.4659
Henderson,1,70.71,0,0.9,stable,0.4658
Franklin,1,47.7,1,-1.6,falling,0.4658
Manitowoc,2,68.65,4,4.0,rising,0.4658
Montgomery,0,0.0,0,2.2,stable,0.46569999999999995
Sullivan,0,0.0,4,0.9,stable,0.46569999999999995
Clay,2,96.81,1,0.9,stable,0.46569999999999995
Caddo,1,46.01,3,1.5,stable,0.4656
Pinellas,1,50.0,4,-1.5,stable,0.4656
Anne Arundel,2,101.44,3,-0.3,stable,0.4654999999999999
Independence,0,0.0,1,2.3,stable,0.46540000000000004
Sumner,0,0.0,1,-0.6,stable,0.46540000000000004
St John the Baptist,0,0.0,0,-0.8,falling,0.46540000000000004
Harrison,0,0.0,0,-4.3,stable,0.46540000000000004
Clay,0,0.0,0,1.2,stable,0.46540000000000004
Knox,1,50.0,1,0.4,stable,0.46540000000000004
Gallatin,0,0.0,0,3.7,stable,0.4653
Perry,0,0.0,0,0.4,stable,0.4653
Wayne,0,0.0,2,2.7,stable,0.4653
Washington,0,0.0,4,2.1,stable,0.4653
Greene,0,0.0,0,2.8,rising,0.4653
Logan,0,0.0,0,-4.9,stable,0.4653
Elmore,1,57.8,2,-3.1,falling,0.4652
West Feliciana,0,0.0,4,0.4,stable,0.4652
Ogle,1,33.93,6,2.3,stable,0.46510000000000007
Johnson,0,0.0,2,1.5,stable,0.46510000000000007
Fluvanna,0,0.0,3,0.6,stable,0.46510000000000007
Franklin,0,0.0,5,0.7,stable,0.46499999999999997
Norfolk,4,208.26,7,-2.1,falling,0.46499999999999997
Coffee,0,0.0,0,1.0,stable,0.46499999999999997
Jones,0,0.0,1,-0.4,stable,0.46499999999999997
Greenville,3,115.38,2,-0.4,stable,0.46490000000000004
Lorain,0,0.0,5,0.0,stable,0.46479999999999994
Grady,0,0.0,0,-0.8,stable,0.4647
Colleton,0,0.0,0,0.1,stable,0.4646
Kennebec,1,35.62,0,-1.9,stable,0.4646
Alachua,1,36.69,5,-2.0,stable,0.4646
Humboldt,0,0.0,0,-0.3,stable,0.4645000000000001
Duchesne,0,0.0,0,0.4,stable,0.4645000000000001
Jefferson,0,0.0,1,0.4,stable,0.4645000000000001
Virginia Beach City,1,50.0,0,0.0,stable,0.4644
Darlington,0,0.0,3,-2.5,stable,0.4644
Clarendon,0,0.0,0,-7.2,falling,0.46429999999999993
Orleans,0,0.0,0,-1.3,stable,0.46429999999999993
Sarasota,0,0.0,1,-0.7,stable,0.46429999999999993
Alpena,0,0.0,2,-1.4,stable,0.46429999999999993
Randolph,0,0.0,0,-2.4,stable,0.46420000000000006
Coos,1,30.54,4,1.3,stable,0.46420000000000006
Warren,0,0.0,1,0.7,stable,0.46420000000000006
Vanderburgh,1,35.52,2,0.6,stable,0.46420000000000006
Ashland,0,0.0,0,-0.6,stable,0.46420000000000006
Wake,3,140.25,4,0.7,stable,0.46420000000000006
Massac,0,0.0,3,-0.5,stable,0.46409999999999996
Clatsop,0,0.0,0,-3.6,stable,0.464
Monroe,0,0.0,0,2.2,stable,0.464
Brule,0,0.0,0,15.8,stable,0.464
Hampshire,0,0.0,0,-1.0,stable,0.4639
Carroll,1,38.45,2,0.4,stable,0.4639
Carroll,0,0.0,0,-2.3,stable,0.4639
Johnson,0,0.0,2,2.6,stable,0.46380000000000005
La Salle,0,0.0,0,-0.8,stable,0.46380000000000005
Early,0,0.0,0,1.3,stable,0.46369999999999995
York,2,87.39,3,1.4,stable,0.46369999999999995
Adair,0,0.0,1,-5.1,stable,0.46369999999999995
Ripley,0,0.0,0,1.4,stable,0.46369999999999995
Ritchie,0,0.0,0,0.1,stable,0.4636
Cumberland,3,154.35,5,-0.8,stable,0.4635
Worcester,1,44.8,14,-0.4,falling,0.4635
Berkeley,0,0.0,3,-3.1,stable,0.46340000000000003
Clinton,1,38.52,1,-1.6,stable,0.46340000000000003
McLean,0,0.0,1,-3.6,falling,0.4633
Clark,0,0.0,0,-0.6,stable,0.4633
Yell,2,72.7,0,-4.8,stable,0.4633
Starr,0,0.0,0,6.7,stable,0.4632
Stephens,0,0.0,0,1.4,stable,0.4632
Knox,1,34.78,0,2.0,stable,0.46310000000000007
Georgetown,0,0.0,3,0.6,stable,0.46299999999999997
Decatur,0,0.0,0,1.1,stable,0.46299999999999997
Iowa,0,0.0,1,0.3,stable,0.46290000000000003
Hunt,0,0.0,1,-0.8,stable,0.46290000000000003
Cowlitz,0,0.0,2,1.7,stable,0.4628
Natchitoches,0,0.0,1,0.0,stable,0.4628
Kay,0,0.0,3,3.4,stable,0.4628
Crockett,1,50.0,0,3.2,stable,0.4627
Keokuk,0,0.0,0,-0.3,stable,0.4627
Carteret,0,0.0,0,0.3,stable,0.4627
Poquoson City,0,0.0,0,-1.0,stable,0.4626
Christian,0,0.0,1,-0.8,falling,0.4626
Barnes,0,0.0,0,-4.7,stable,0.4626
Pontotoc,0,0.0,0,0.6,stable,0.46249999999999997
Grant,0,0.0,2,-3.4,stable,0.46249999999999997
Hardin,0,0.0,1,-0.8,stable,0.46249999999999997
Claiborne,0,0.0,0,-1.6,stable,0.46240000000000003
Tooele,3,163.13,1,0.1,stable,0.46240000000000003
Lincoln,0,0.0,1,1.2,stable,0.46240000000000003
Susquehanna,1,33.74,0,1.8,stable,0.46240000000000003
Pawnee,0,0.0,0,-0.5,stable,0.46240000000000003
Guthrie,0,0.0,3,-0.2,stable,0.46240000000000003
Dinwiddie,0,0.0,0,-4.1,stable,0.46240000000000003
Brown,1,48.91,4,-0.4,stable,0.46240000000000003
Wabash,0,0.0,1,-1.4,stable,0.46229999999999993
Jackson,0,0.0,1,-2.2,stable,0.46229999999999993
Tangipahoa,0,0.0,0,-0.5,stable,0.4622
Charleston,2,100.0,2,-2.5,falling,0.4622
Butler,0,0.0,1,-3.1,stable,0.4622
Hopkins,0,0.0,0,-4.6,falling,0.4621
St Charles,0,0.0,5,-0.7,stable,0.462
Lawrence,0,0.0,1,-3.0,stable,0.462
Kossuth,0,0.0,4,0.2,stable,0.462
Monroe,0,0.0,0,4.5,stable,0.462
Van Zandt,0,0.0,0,-2.4,stable,0.462
Windsor,1,34.79,0,2.8,stable,0.462
Daviess,0,0.0,1,1.3,stable,0.4619
McIntosh,0,0.0,0,-6.0,stable,0.4619
Horry,0,0.0,2,-1.3,stable,0.4619
Bossier,0,0.0,0,-0.9,falling,0.4618
Richland,0,0.0,5,1.6,stable,0.4618
Warren,0,0.0,1,0.2,stable,0.46170000000000005
McCulloch,0,0.0,0,5.8,stable,0.46159999999999995
Amite,0,0.0,0,-5.8,stable,0.46159999999999995
Audrain,0,0.0,3,-0.8,stable,0.4615
Lewis,0,0.0,0,-3.0,falling,0.46140000000000003
Avoyelles,0,0.0,1,-0.4,stable,0.4613
Pondera,0,0.0,0,3.6,stable,0.4613
Washington,0,0.0,1,2.2,stable,0.4612
Carroll,0,0.0,0,4.9,stable,0.4612
Camp,0,0.0,0,-3.9,stable,0.4612
Sabine,0,0.0,0,-11.5,falling,0.4612
Clackamas,1,51.09,0,-1.1,stable,0.4612
Franklin,0,0.0,0,-4.3,stable,0.46110000000000007
Sarpy,0,0.0,3,-2.0,stable,0.46110000000000007
Macon,0,0.0,5,-2.3,stable,0.461
Sanborn,0,0.0,0,-6.7,stable,0.461
Nez Perce,0,0.0,1,-0.7,falling,0.461
Sharp,0,0.0,0,3.3,stable,0.461
Sullivan,0,0.0,2,-4.2,stable,0.4608999999999999
Park,0,0.0,0,2.6,stable,0.4608999999999999
Potter,0,0.0,2,2.1,stable,0.4608999999999999
Tipton,0,0.0,0,-3.7,stable,0.4608
Upshur,0,0.0,0,0.0,stable,0.4607
Butler,1,50.0,1,0.4,stable,0.4607
Adams,0,0.0,0,-1.8,stable,0.4607
Adams,1,34.21,0,-0.4,stable,0.4607
Sabine,0,0.0,0,-0.9,stable,0.4606
Clinton,0,0.0,0,2.9,stable,0.46049999999999996
James City,0,0.0,0,0.8,stable,0.4604
Brown,0,0.0,2,2.4,stable,0.4604
Benton,0,0.0,2,-0.4,stable,0.46030000000000004
Chelan,0,0.0,0,-1.7,stable,0.46030000000000004
Hughes,0,0.0,0,-2.9,stable,0.4602
Mineral,1,48.03,0,-4.9,stable,0.4602
Burleigh,0,0.0,0,-3.0,stable,0.4602
Nance,0,0.0,0,15.7,rising,0.4602
Berrien,3,72.63,3,-0.8,stable,0.4601
Cleburne,0,0.0,0,-1.9,stable,0.4601
Laurens,0,0.0,0,-0.1,stable,0.45999999999999996
Lawrence,1,56.67,0,-2.4,stable,0.45999999999999996
Clarke,0,0.0,3,-0.3,stable,0.45999999999999996
Crawford,0,0.0,0,-1.4,stable,0.45999999999999996
St Charles,2,88.86,0,-0.5,stable,0.45999999999999996
Marlboro,0,0.0,1,-4.1,stable,0.4599
Greene,0,0.0,2,2.5,stable,0.4599
Clearwater,0,0.0,0,0.3,stable,0.4599
Pender,0,0.0,0,-1.6,stable,0.45980000000000004
Avery,0,0.0,0,3.1,stable,0.45980000000000004
Lincoln,0,0.0,1,-1.4,stable,0.45980000000000004
Wells,0,0.0,0,9.1,stable,0.45980000000000004
Lemhi,0,0.0,1,0.0,stable,0.45980000000000004
Pike,0,0.0,0,0.0,stable,0.45970000000000005
Johnson,0,0.0,1,-5.3,stable,0.45970000000000005
Ottawa,1,58.15,0,8.2,rising,0.45970000000000005
Bedford,0,0.0,0,3.2,stable,0.45970000000000005
Lincoln,0,0.0,0,0.4,stable,0.4596
Beaver,0,0.0,1,0.5,stable,0.4596
Calvert,0,0.0,2,-3.3,stable,0.4596
Gibson,0,0.0,0,-0.1,stable,0.4595
Trumbull,0,0.0,3,-0.2,stable,0.4595
Henry,0,0.0,4,1.1,stable,0.4594
Marshall,0,0.0,0,0.6,stable,0.4594
Yancey,0,0.0,0,-3.4,stable,0.4594
Brunswick,2,79.14,5,1.6,stable,0.4594
Lincoln,0,0.0,3,-0.3,stable,0.4593
Essex,4,181.6,8,-2.8,falling,0.4593
Johnson,0,0.0,1,-1.9,stable,0.4593
Dawson,0,0.0,0,-4.4,stable,0.4593
Sweet Grass,0,0.0,0,-0.9,stable,0.4593
Washington,0,0.0,1,-0.8,stable,0.4593
Mississippi,0,0.0,3,3.7,stable,0.45920000000000005
Highland,0,0.0,0,4.7,stable,0.45920000000000005
Roane,1,48.03,1,-2.3,stable,0.45920000000000005
Lake,0,0.0,0,-4.1,stable,0.45899999999999996
Obion,0,0.0,0,1.3,stable,0.45899999999999996
Jackson,2,63.47,8,-0.2,stable,0.45890000000000003
Okanogan,0,0.0,0,1.3,stable,0.45890000000000003
Toombs,0,0.0,0,-0.5,stable,0.45890000000000003
Ohio,0,0.0,0,-2.9,stable,0.4588
Cannon,0,0.0,0,-4.0,falling,0.4587
Chittenden,2,48.48,4,-3.3,falling,0.4587
Middlesex,15,723.1,9,-7.7,falling,0.4586
Garden,0,0.0,0,-2.2,stable,0.4586
Lowndes,0,0.0,4,-0.5,stable,0.4586
Jackson,0,0.0,1,-0.6,stable,0.4586
Dundy,0,0.0,0,3.0,stable,0.4585000000000001
Jones,0,0.0,1,0.3,stable,0.4585000000000001
Marion,0,0.0,1,-0.1,stable,0.45840000000000003
Sullivan,1,32.11,0,-1.1,falling,0.45840000000000003
Henderson,0,0.0,0,-2.5,stable,0.45840000000000003
Shelby,6,296.0,0,-1.4,stable,0.45829999999999993
Crawford,0,0.0,1,-0.1,stable,0.45829999999999993
Jo Daviess,2,91.17,1,0.8,stable,0.45829999999999993
Boone,0,0.0,0,-9.2,stable,0.4582
Cheshire,1,50.0,0,1.3,stable,0.4582
Hart,0,0.0,1,-0.2,stable,0.4582
Rankin,1,31.66,0,-0.7,stable,0.4582
Hamilton,1,50.0,1,0.2,stable,0.4581
Rockingham,0,0.0,3,0.5,stable,0.4581
Du Page,4,155.09999999999997,0,-0.5,stable,0.4581
Tolland,1,49.1,1,-1.2,falling,0.4581
Haywood,0,0.0,2,-5.4,stable,0.45799999999999996
Broadwater,0,0.0,0,5.4,stable,0.4579
Hancock,0,0.0,0,4.4,rising,0.4579
Deuel,0,0.0,0,6.0,stable,0.4579
Calloway,0,0.0,0,-0.6,stable,0.4579
Wayne,0,0.0,2,-5.7,falling,0.4579
Hutchinson,0,0.0,3,3.5,stable,0.4579
Roanoke City,0,0.0,0,-0.4,stable,0.45780000000000004
Columbia,0,0.0,0,1.5,stable,0.45780000000000004
Richmond City,0,0.0,0,-2.8,stable,0.45780000000000004
Burnett,1,50.0,2,5.0,stable,0.45770000000000005
Mercer,0,0.0,0,-0.5,stable,0.4576
Bradford,0,0.0,0,-1.4,stable,0.4576
Concordia,0,0.0,0,-4.6,stable,0.4574
Harris,0,0.0,0,0.3,stable,0.4574
Walthall,0,0.0,1,10.9,rising,0.4574
Spotsylvania,1,34.24,2,-1.5,stable,0.4574
Essex,8,329.48,2,-1.2,falling,0.4574
Jackson,0,0.0,1,-1.1,stable,0.4574
Newport News City,1,50.0,1,1.0,stable,0.4573
Person,1,50.0,3,-2.0,stable,0.4573
Washington,4,253.62,0,-2.4,stable,0.4573
Jefferson,0,0.0,0,2.8,stable,0.4573
Mathews,0,0.0,0,5.5,stable,0.4573
Callaway,0,0.0,3,-1.2,stable,0.45719999999999994
Ward,0,0.0,0,1.7,stable,0.45719999999999994
Van Buren,0,0.0,2,-1.8,stable,0.45719999999999994
Fayette,0,0.0,0,-0.4,stable,0.45710000000000006
Boone,2,105.49,0,1.7,stable,0.457
Sebastian,0,0.0,0,2.6,stable,0.457
Otsego,0,0.0,4,5.2,stable,0.457
Lancaster,2,79.76,7,0.9,stable,0.45690000000000003
Lexington City,0,0.0,0,0.4,stable,0.4568
Grand Forks,0,0.0,0,1.8,stable,0.4568
Crawford,0,0.0,2,0.3,stable,0.4567
Edwards,0,0.0,0,-12.2,stable,0.4567
Sumter,0,0.0,0,0.5,stable,0.4567
Camden,0,0.0,1,-0.8,stable,0.4567
Multnomah,3,170.70999999999998,0,-1.8,stable,0.45660000000000006
Huron,0,0.0,5,-2.1,stable,0.45660000000000006
Lancaster,0,0.0,0,1.4,stable,0.45660000000000006
Butte,0,0.0,0,4.0,stable,0.45660000000000006
Pike,0,0.0,0,0.6,stable,0.45649999999999996
Marshall,0,0.0,0,-1.7,stable,0.45649999999999996
Middlesex,0,0.0,1,-6.6,stable,0.45630000000000004
Bowman,0,0.0,0,-16.2,stable,0.45630000000000004
Jefferson Davis,0,0.0,0,3.4,stable,0.45630000000000004
Saunders,1,31.94,1,2.6,stable,0.4562
Pettis,0,0.0,1,0.7,stable,0.4561
Page,0,0.0,0,0.7,stable,0.4561
McHenry,0,0.0,0,0.5,stable,0.45599999999999996
Porter,0,0.0,4,-0.9,stable,0.45599999999999996
Houston,1,51.66,2,-0.5,stable,0.4559000000000001
Pontotoc,0,0.0,0,4.1,stable,0.45570000000000005
Pike,0,0.0,1,-1.4,stable,0.45570000000000005
Talbot,0,0.0,2,0.2,stable,0.4556
Jefferson,1,42.86,3,-0.2,stable,0.4555
Franklin,0,0.0,0,-4.1,stable,0.4555
Posey,0,0.0,1,-1.9,stable,0.4555
Ada,0,0.0,2,-1.0,falling,0.4553
Glynn,3,107.07,3,-0.9,falling,0.4553
Jackson,1,50.0,2,-0.8,stable,0.45520000000000005
Sac,0,0.0,0,0.2,stable,0.45520000000000005
McPherson,0,0.0,0,-0.1,stable,0.45509999999999995
Little River,0,0.0,1,-5.2,stable,0.45509999999999995
Banks,0,0.0,0,0.2,stable,0.45509999999999995
Colquitt,0,0.0,0,-0.7,falling,0.4549
Grafton,0,0.0,5,0.1,stable,0.4549
Parker,1,50.0,1,-0.5,stable,0.4549
Nash,0,0.0,1,2.3,stable,0.4548
Martin,2,95.92,2,0.5,stable,0.4548
Fillmore,0,0.0,0,-3.1,stable,0.4548
Drew,0,0.0,0,8.4,rising,0.4547
Claiborne,0,0.0,1,2.5,stable,0.4547
Upshur,0,0.0,0,3.9,rising,0.4547
Bottineau,0,0.0,0,-1.1,stable,0.4547
Cass,0,0.0,3,0.0,stable,0.45460000000000006
Cumberland,2,67.85,1,-1.0,stable,0.45460000000000006
Fairfield,0,0.0,0,1.3,stable,0.45460000000000006
Jefferson,0,0.0,0,0.3,stable,0.45460000000000006
Webster,0,0.0,2,3.0,stable,0.45460000000000006
Ingham,3,120.78999999999999,4,-0.2,stable,0.45460000000000006
McHenry,0,0.0,0,-2.1,stable,0.4545
Marengo,0,0.0,2,0.1,stable,0.4545
Wood,0,0.0,4,-2.1,stable,0.4543999999999999
Beauregard,1,50.0,1,-0.5,stable,0.4543999999999999
Caldwell,0,0.0,0,-12.0,falling,0.45430000000000004
Dale,0,0.0,0,3.3,stable,0.4542
Walker,0,0.0,0,4.9,stable,0.4541
Somerset,0,0.0,3,-0.4,stable,0.4541
Cass,0,0.0,2,3.2,stable,0.45399999999999996
Athens,0,0.0,0,0.1,stable,0.45389999999999997
Brown,0,0.0,0,6.1,rising,0.45389999999999997
White,0,0.0,2,3.7,stable,0.45380000000000004
New Madrid,0,0.0,1,-1.0,stable,0.45380000000000004
Polk,0,0.0,0,-1.2,stable,0.45369999999999994
Hocking,0,0.0,0,0.3,stable,0.4536
New Hanover,1,48.03,0,0.3,stable,0.4534000000000001
Wilkes,0,0.0,0,-0.1,stable,0.4534000000000001
Union,0,0.0,0,-1.1,stable,0.4533
Indian River,1,31.13,0,-2.3,stable,0.45310000000000006
Hamilton,0,0.0,0,-3.3,stable,0.45310000000000006
Darke,0,0.0,4,-6.0,stable,0.45310000000000006
Dubois,0,0.0,0,2.3,stable,0.45299999999999996
Yadkin,1,48.0,0,-1.2,stable,0.45299999999999996
Rutherford,0,0.0,1,-1.4,stable,0.45299999999999996
Pike,0,0.0,0,2.0,stable,0.45299999999999996
Gallia,0,0.0,0,7.8,stable,0.45299999999999996
Ashe,1,50.0,0,-2.3,stable,0.4529
Montgomery,0,0.0,0,-0.3,stable,0.4528
Howard,0,0.0,0,-0.6,stable,0.4528
Lawrence,1,46.44,0,0.4,stable,0.4528
Brantley,0,0.0,0,3.0,rising,0.4528
Musselshell,0,0.0,0,-1.0,stable,0.45270000000000005
Jasper,1,32.04,0,-0.2,stable,0.45270000000000005
Outagamie,1,0.0,5,-0.7,stable,0.45260000000000006
Osceola,0,0.0,2,0.4,stable,0.45260000000000006
Perry,0,0.0,1,0.0,stable,0.45260000000000006
Carson City,0,0.0,1,1.5,stable,0.4525
Benzie,0,0.0,0,-4.0,stable,0.4525
Rock Island,0,0.0,3,0.8,stable,0.4525
Gulf,0,0.0,0,-0.1,stable,0.4523999999999999
Piute,0,0.0,0,1.1,stable,0.4523999999999999
Nolan,0,0.0,0,1.7,stable,0.4523999999999999
Charles City,0,0.0,1,8.0,stable,0.4523999999999999
Marathon,3,108.38,5,-3.1,stable,0.4523999999999999
Carter,0,0.0,0,-0.7,stable,0.4523999999999999
Edgar,0,0.0,0,-1.7,stable,0.4523999999999999
Silver Bow,1,33.03,1,0.5,stable,0.45230000000000004
Danville City,0,0.0,3,-0.6,stable,0.45230000000000004
Cherokee,0,0.0,0,-0.5,stable,0.4522
Sauk,1,34.21,0,1.5,stable,0.4522
Chesterfield,2,80.28999999999999,5,-1.2,stable,0.4521
Dane,5,172.01,11,-0.9,stable,0.4521
Chatham,0,0.0,5,-0.3,stable,0.4521
Union,2,97.13,5,-8.8,falling,0.45200000000000007
Carroll,0,0.0,1,0.5,stable,0.45200000000000007
Edgecombe,0,0.0,0,-1.8,stable,0.45200000000000007
Montgomery,0,0.0,0,-1.6,stable,0.45200000000000007
Conecuh,0,0.0,0,1.5,stable,0.45200000000000007
Richland,2,35.94,1,-0.4,stable,0.45200000000000007
