name,latitude,longitude,primary_fuel,state,normalized_county,Fips
Mahoning,40.9144,-80.5861,Waste,Ohio,Mahoning,39099
Manatee County LFGTE,27.4689,-82.4508,Waste,Florida,Manatee,12081
Marina Landfill Gas,36.7131,-121.7686,Waste,California,Monterey,6053
Martinsville LFG Generator,36.7172,-79.8453,Waste,Virginia,Martinsville City,51690
McKay Bay Facility,27.9495,-82.4212,Waste,Florida,Hillsborough,12057
McKinley Paper Co. - Washington Mill,48.1347,-123.4656,Waste,Washington,Clallam,53009
Medford Operation,42.3555,-122.9046,Waste,Oregon,Jackson,41029
Mesquite Creek LFGTE Project,29.7372,-98.0228,Waste,Texas,Guadalupe,48187
Mesquite Lake Energy Park Plant 2,32.9038,-115.5119,Waste,California,Imperial,6025
Mesquite Lake Water & Power Plant 1,32.9066,-115.5137,Waste,California,Imperial,6025
Metro Gas Recovery,42.8506,-88.0697,Waste,Wisconsin,Milwaukee,55079
Metro Methane Recovery Facility,41.5989,-93.355,Waste,Iowa,Polk,19153
Miami Dade County Resource Recovery Fac,25.8356,-80.3566,Waste,Florida,Miami-Dade,12086
Middlebury College,44.0075,-73.1769,Waste,Vermont,Addison,50001
Middlesex Generating Facility,40.4903,-74.3156,Waste,New Jersey,Middlesex,34023
Mill Seat Renewable Energy Facility,43.0637,-77.9329,Waste,New York,Genesee,36037
Millersville LFG,39.0847,-76.6764,Waste,Maryland,Anne Arundel,24003
Missouri Center for Waste to Energy,38.7247,-93.2789,Waste,Missouri,Pettis,29159
Mobile Energy Services LLC,30.7365,-88.0516,Waste,Alabama,Mobile,1097
Model City Energy Facility,43.2094,-78.9836,Waste,New York,Niagara,36063
Model Gas Power Station,39.8908,-83.0272,Waste,Ohio,Franklin,39049
Modern Innovative Energy LLC,43.2094,-78.9836,Waste,New York,Niagara,36063
Monmouth Landfill Gas to Energy,40.2468,-74.1174,Waste,New Jersey,Monmouth,34025
Monroe Livingston Gas Recovery,42.9903,-77.8011,Waste,New York,Livingston,36051
Montgomery County Oaks LFGE Plant,39.1937,-77.1189,Waste,Maryland,Montgomery,24031
Montgomery County Resource Recovery,39.2006,-77.4556,Waste,Maryland,Montgomery,24031
Moretown,44.3122,-72.7114,Waste,Vermont,Washington,50023
Morris Genco LLC,41.3776,-88.4012,Waste,Illinois,Grundy,17063
Mountain View,39.8014,-77.7883,Waste,Pennsylvania,Franklin,42055
Mt Poso Cogeneration,35.5763,-119.0062,Waste,California,Kern,6029
Multitrade Rabun Gap  LLC,34.9536,-83.3786,Waste,Georgia,Rabun,13241
Multitrade of Pittsylvania LP,37.1041,-79.277,Waste,Virginia,Campbell,51031
Munster Landfill Gas-to-Energy,41.5244,-87.5091,Waste,Illinois,Cook,17031
Nacogdoches Power,31.8321,-94.9006,Waste,Texas,Cherokee,48073
Nanticoke LFG,42.2437,-75.9825,Waste,New York,Broome,36007
Nashua Plant,42.7323,-71.5224,Waste,New Hampshire,Hillsborough,33011
Nelson Gardens Landfill Gas to Energy,29.33,-98.66,Waste,Texas,Bexar,48029
New Bern,35.1681,-77.2267,Waste,North Carolina,Craven,37049
New Milford Gas Recovery,41.5477,-73.4252,Waste,Connecticut,Litchfield,9005
New River,37.183,-80.699,Waste,Virginia,Pulaski,51155
Nippon Dynawave Packaging Longview WA,46.1236,-122.9728,Waste,Washington,Cowlitz,53015
Noble Hill Landfill,37.3811,-93.3514,Waste,Missouri,Greene,29077
North City Cogeneration Facility,32.8778,-117.1978,Waste,California,San Diego,6073
Norther Tier Landfill,41.7792,-76.6258,Waste,Pennsylvania,Bradford,42015
Northwest Regional,33.6819,-112.4767,Waste,Arizona,Maricopa,4013
Nove Power Plant,37.9676,-122.382,Waste,California,Contra Costa,6013
Novo BioPower Plant,34.5032,-110.335,Waste,Arizona,Navajo,4017
Oak Grove Power Producers,37.6297,-94.6414,Waste,Kansas,Crawford,20037
