name,latitude,longitude,primary_fuel,state,normalized_county,Fips
Lamar Plant,38.0333,-102.5379,Coal,Colorado,Prowers,8099
Lansing,43.3359,-91.1675,Coal,Wisconsin,Crawford,55023
Laramie River Station,42.1089,-104.8825,Coal,Wyoming,Platte,56031
Lawrence Energy Center,39.0072,-95.2692,Coal,Kansas,Douglas,20045
Leland Olds,47.2808,-101.3212,Coal,North Dakota,Mercer,38057
Lewis & Clark,47.6785,-104.1566,Coal,Montana,Richland,30083
Limestone,31.4219,-96.2525,Coal,Texas,Leon,48289
Logan Generating Company LP,39.7928,-75.4067,Coal,Pennsylvania,Delaware,42045
Lon Wright,41.4281,-96.4623,Coal,Nebraska,Dodge,31053
Longview Power Plant,39.7079,-79.959,Coal,West Virginia,Monongalia,54061
Louisa,41.3181,-91.0931,Coal,Iowa,Muscatine,19139
Luke Mill,39.4736,-79.0569,Coal,Maryland,Allegany,24001
MSC Sebewaing,43.7411,-83.4472,Coal,Michigan,Huron,26063
MU Combined Heat and Power Plant,38.9461,-92.3328,Coal,Missouri,Boone,29019
Major Oak Power,31.0919,-96.695,Coal,Texas,Roberts,48393
Marion,37.6197,-88.9531,Coal,Illinois,Johnson,17087
Marshall (NC),35.5975,-80.9658,Coal,North Carolina,Catawba,37035
Martin Drake,38.8244,-104.8333,Coal,Colorado,El Paso,8041
Martin Lake,32.2606,-94.5706,Coal,Texas,Rusk,48401
Mayo,36.5278,-78.8917,Coal,North Carolina,Person,37145
Mecklenburg Power Station,36.6,-78.53,Coal,Virginia,Mecklenburg,51117
Meramec,38.4017,-90.3358,Coal,Missouri,Jefferson,29099
Merom,39.0694,-87.5108,Coal,Indiana,Sullivan,18153
Merrimack,43.1411,-71.4692,Coal,New Hampshire,Merrimack,33013
Miami Fort,39.1128,-84.8036,Coal,Indiana,Dearborn,18029
Mill Creek (KY),38.0525,-85.9103,Coal,Kentucky,Jefferson,21111
Milton R Young,47.0659,-101.2131,Coal,North Dakota,Oliver,38065
Mitchell (WV),39.8297,-80.8153,Coal,Ohio,Belmont,39013
Monroe (MI),41.8906,-83.3464,Coal,Michigan,Monroe,26115
Monticello,33.0917,-95.0417,Coal,Texas,Titus,48449
Montrose,38.3114,-93.9348,Coal,Missouri,St Clair,29185
Morgantown Energy Facility,39.6397,-79.9606,Coal,West Virginia,Monongalia,54061
Morgantown Generating Plant,38.3592,-76.9767,Coal,Virginia,King George,51099
Mountaineer,38.9794,-81.9344,Coal,West Virginia,Mason,54053
Mt Storm,39.2008,-79.2636,Coal,Maryland,Garrett,24023
Muscatine Plant #1,41.3917,-91.0569,Coal,Iowa,Muscatine,19139
Muskogee,35.7614,-95.2873,Coal,Oklahoma,Muskogee,40101
Muskogee Mill,35.7322,-95.2939,Coal,Oklahoma,Muskogee,40101
Naughton,41.7581,-110.5983,Coal,Wyoming,Lincoln,56023
Navajo,36.9047,-111.3886,Coal,Arizona,Coconino,4005
Nearman Creek,39.1681,-94.6975,Coal,Missouri,Platte,29165
Nebraska City,40.6214,-95.7764,Coal,Nebraska,Otoe,31131
Neenah Paper Munising Mill,46.4094,-86.6443,Coal,Michigan,Alger,26003
Neil Simpson II,44.2856,-105.3833,Coal,Wyoming,Campbell,56005
New Madrid,36.5147,-89.5617,Coal,Missouri,New Madrid,29143
Newton,38.9361,-88.2781,Coal,Illinois,Jasper,17079
North Omaha,41.3291,-95.9447,Coal,Iowa,Pottawattamie,19155
North Valmy,40.8813,-117.1516,Coal,Nevada,Lander,32015
Northampton Generating Company LP,40.6917,-75.4792,Coal,Pennsylvania,Northampton,42095
Northside Generating Station,30.4172,-81.5525,Coal,Florida,Duval,12031
Nucla,38.2383,-108.5069,Coal,Colorado,Dolores,8033
Oak Grove (TX),31.1803,-96.4866,Coal,Texas,Roberts,48393
Oklaunion,34.0825,-99.1753,Coal,Texas,Wilbarger,48487
Orrville,40.851,-81.7658,Coal,Ohio,Wayne,39169
Ottumwa,41.0961,-92.5558,Coal,Iowa,Wapello,19179
P H Glatfelter,39.8709,-76.8681,Coal,Pennsylvania,York,42133
Painesville,41.7265,-81.25399999999998,Coal,Ohio,Lake,39085
Panther Creek Energy Facility,40.8556,-75.8781,Coal,Pennsylvania,Carbon,42025
Pawnee,40.2217,-103.6803,Coal,Colorado,Morgan,8087
Pirkey,32.4607,-94.4852,Coal,Texas,Harris,48201
Platte,40.8548,-98.3482,Coal,Nebraska,Hall,31079
Pleasant Prairie,42.5381,-87.9033,Coal,Wisconsin,Kenosha,55059
Plum Point Energy Station,35.6644,-89.9489,Coal,Arkansas,Mississippi,5093
Powerton,40.5408,-89.6786,Coal,Illinois,Tazewell,17179
Prairie Creek,41.944,-91.6392,Coal,Iowa,Linn,19113
Prairie State Generating Station,38.2792,-89.6669,Coal,Illinois,St Clair,17163
Presque Isle,46.5789,-87.395,Coal,Michigan,Marquette,26103
Pulliam,44.54,-88.0086,Coal,Wisconsin,Brown,55009
R D Green,37.6461,-87.5,Coal,Kentucky,Webster,21233
R D Morrow,31.2186,-89.39399999999998,Coal,Mississippi,Lamar,28073
R Gallagher,38.2636,-85.8381,Coal,Indiana,Floyd,18043
R M Heskett,46.8669,-100.8836,Coal,North Dakota,Morton,38059
R M Schahfer,41.2164,-87.0261,Coal,Indiana,Porter,18127
R S Nelson,30.2844,-93.2911,Coal,Louisiana,Calcasieu,22019
RED-Rochester  LLC,43.1989,-77.6319,Coal,New York,Monroe,36055
Ray D Nixon,38.6335,-104.7058,Coal,Colorado,El Paso,8041
Red Hills Generating Facility,33.3761,-89.2183,Coal,Mississippi,Choctaw,28019
River Rouge,42.2739,-83.1119,Coal,Michigan,Wayne,26163
