Site Name,Site Score,State,normalized_county,Status,Latitude,Longitude,Fips
North Sanitary Landfill,50.0,Ohio,Montgomery,NPL Site,39.78611,-84.1525,39113
Lammers Barrel,69.33,Ohio,Greene,NPL Site,39.72638900000001,-84.08430600000001,39057
Peters Cartridge Factory,50.0,Ohio,Warren,NPL Site,39.350694,-84.242222,39165
Copley Square Plaza,50.0,Ohio,Summit,NPL Site,41.092839,-81.61747199999998,39153
East Troy Contaminated Aquifer,50.0,Ohio,Miami,NPL Site,40.0381,-84.1961,39109
Behr Dayton Thermal System VOC Plume,50.0,Ohio,Montgomery,NPL Site,39.784444,-84.17944399999998,39113
New Carlisle Landfill,46.4,Ohio,Clark,NPL Site,39.923333,-84.033694,39023
Little Scioto River,48.03,Ohio,Marion,NPL Site,40.593061,-83.183461,39101
Milford Contaminated Aquifer,50.0,Ohio,Clermont,NPL Site,39.177814,-84.293786,39025
West Troy Contaminated Aquifer,50.0,Ohio,Miami,NPL Site,40.046408,-84.208928,39109
Valley Pike VOCs,50.0,Ohio,Montgomery,NPL Site,39.797222,-84.1325,39113
Donnelsville Contaminated Aquifer,35.06,Ohio,Clark,NPL Site,39.920558,-83.948728,39023
Hardage/Criner,51.01,Oklahoma,McClain,NPL Site,34.9764,-97.5809,40087
Tar Creek (Ottawa County),58.15,Oklahoma,Ottawa,NPL Site,36.943603,-94.841914,40115
Tinker Air Force Base (Soldier Creek/Building 3001),42.24,Oklahoma,Oklahoma,NPL Site,35.413973,-97.401494,40109
Oklahoma Refining Co.,46.01,Oklahoma,Caddo,NPL Site,34.898331,-98.193339,40015
Tulsa Fuel and Manufacturing,50.0,Oklahoma,Tulsa,NPL Site,36.34625,-95.848611,40143
Hudson Refinery,29.34,Oklahoma,Payne,NPL Site,35.985556,-96.779722,40119
Wilcox Oil Company,50.0,Oklahoma,Creek,NPL Site,35.840805,-96.380193,40037
Eagle Industries,50.0,Oklahoma,Oklahoma,NPL Site,35.435631,-97.337507,40109
Teledyne Wah Chang,54.27,Oregon,Linn,NPL Site,44.66,-123.0633,41043
Umatilla Army Depot (Lagoons),31.31,Oregon,Morrow,NPL Site,45.836111,-119.45,41049
"United Chrome Products, Inc.",31.07,Oregon,Benton,NPL Site,44.5042,-123.2861,41003
Union Pacific Railroad Co. Tie-Treating Plant,37.93,Oregon,Wasco,NPL Site,45.5986,-121.1651,41065
Northwest Pipe & Casing/Hall Process Co,51.09,Oregon,Clackamas,NPL Site,45.416333,-122.563889,41005
Fremont National Forest/White King and Lucky Lass Uranium Mines (USDA),50.0,Oregon,Lake,NPL Site,42.336111,-120.541667,41037
McCormick & Baxter Creosoting Co. (Portland Plant),50.0,Oregon,Multnomah,NPL Site,45.579443,-122.73944,41051
Reynolds Metals Company,70.71,Oregon,Multnomah,NPL Site,45.5569,-122.399161,41051
Portland Harbor,50.0,Oregon,Multnomah,NPL Site,45.615278,-122.793056,41051
Taylor Lumber and Treating,71.78,Oregon,Yamhill,NPL Site,45.097222,-123.426944,41071
Midnite Mine,50.0,Washington,Stevens,NPL Site,47.9375,-118.094167,53065
"C & R Battery Co., Inc.",46.44,Virginia,Chesterfield,NPL Site,37.418,-77.415,51041
Greenwood Chemical Co.,53.17,Virginia,Albemarle,NPL Site,38.044719,-78.786389,51003
Hamilton/Labree Roads Ground Water Contamination,37.65,Washington,Lewis,NPL Site,46.623472,-122.933056,53041
"H & H Inc., Burn Pit",33.71,Virginia,Hanover,NPL Site,37.7243,-77.5857,51085
Lower Duwamish Waterway,50.0,Washington,King,NPL Site,47.510081,-122.29285,53033
Abex Corp.,36.53,Virginia,Portsmouth City,NPL Site,36.8265,-76.3045,51740
"Arrowhead Associates, Inc./Scovill Corp.",37.15,Virginia,Westmoreland,NPL Site,38.086669,-76.791111,51193
Naval Weapons Station - Yorktown,50.0,Virginia,York,NPL Site,37.24583300000001,-76.588889,51199
Naval Surface Warfare - Dahlgren,50.03,Virginia,King George,NPL Site,38.326667,-77.026944,51099
Langley Air Force Base/NASA Langley Research Center,50.0,Virginia,Hampton City,NPL Site,37.069999,-76.358611,51650
Marine Corps Combat Development Command,50.0,Virginia,Prince William,NPL Site,38.521667,-77.29,51153
Fort Eustis (US Army),50.0,Virginia,Newport News City,NPL Site,37.105,-76.568332,51700
Norfolk Naval Base (Sewells Point Naval Complex),50.0,Virginia,Norfolk City,NPL Site,36.940278,-76.300278,51710
Norfolk Naval Shipyard,50.0,Virginia,Portsmouth City,NPL Site,36.821944,-76.294722,51740
Naval Amphibious Base Little Creek,50.0,Virginia,Virginia Beach City,NPL Site,36.906111,-76.147778,51810
Former Nansemond Ordnance Depot,70.71,Virginia,Suffolk City,NPL Site,36.899722,-76.434722,51800
Kim-Stan Landfill,50.0,Virginia,Alleghany,NPL Site,37.80027800000001,-79.86166700000003,51005
Naval Weapons Station Yorktown - Cheatham Annex,49.27,Virginia,York,NPL Site,37.284722,-76.6075,51199
St. Juliens Creek Annex (U.S. Navy),50.0,Virginia,Chesapeake City,NPL Site,36.794167,-76.31222199999998,51550
Buckingham County Landfill,40.7,Virginia,Buckingham,NPL Site,37.514169,-78.516669,51029
"Culpeper Wood Preservers, Inc.",45.91,Virginia,Culpeper,NPL Site,38.483331,-77.96,51047
Hidden Lane Landfill,50.0,Virginia,Loudoun,NPL Site,39.056131,-77.424175,51107
Peck Iron and Metal,48.52,Virginia,Portsmouth City,NPL Site,36.809464,-76.30882199999998,51740
Tutu Wellfield,50.0,Virgin Islands,St. Thomas,NPL Site,18.341667,-64.885,78030
Old Springfield Landfill,34.79,Vermont,Windsor,NPL Site,43.272781,-72.466669,50027
Pine Street Canal,0.0,Vermont,Chittenden,NPL Site,44.466669,-73.21806099999998,50007
Parker Sanitary Landfill,52.29,Vermont,Caledonia,NPL Site,44.518611,-71.989439,50005
Burgess Brothers Landfill,52.58,Vermont,Bennington,NPL Site,42.878061,-73.150139,50003
BFI Sanitary Landfill (Rockingham),41.92,Vermont,Windham,NPL Site,43.22638900000001,-72.439719,50025
Bennington Municipal Sanitary Landfill,49.07,Vermont,Bennington,NPL Site,42.922219,-73.197781,50003
Pownal Tannery,50.0,Vermont,Bennington,NPL Site,42.797167,-73.26575,50003
Elizabeth Mine,50.0,Vermont,Orange,NPL Site,43.823889,-72.328889,50017
Ely Copper Mine,50.0,Vermont,Orange,NPL Site,43.927447,-72.28550600000001,50017
Pike Hill Copper Mine,50.0,Vermont,Orange,NPL Site,44.057333,-72.306917,50017
Commerce Street Plume,48.48,Vermont,Chittenden,NPL Site,44.452583,-73.12138900000002,50007
"Jard Company, Inc.",58.31,Vermont,Bennington,NPL Site,42.888861,-73.189111,50003
Colbert Landfill,41.59,Washington,Spokane,NPL Site,47.861669,-117.3483,53063
"Commencement Bay, Near Shore/Tide Flats",42.2,Washington,Pierce,NPL Site,47.266667,-122.416667,53053
"Commencement Bay, South Tacoma Channel",54.63,Washington,Pierce,NPL Site,47.229439,-122.4714,53053
FMC Corp. (Yakima),38.8,Washington,Yakima,NPL Site,46.566669,-120.4933,53077
Harbor Island (Lead),34.6,Washington,King,NPL Site,47.5794,-122.3522,53033
Kaiser Aluminum (Mead Works),38.07,Washington,Spokane,NPL Site,47.755,-117.3767,53063
Lakewood,42.49,Washington,Pierce,NPL Site,47.14341,-122.51295,53053
Queen City Farms,34.38,Washington,King,NPL Site,47.45,-122.0417,53033
"Western Processing Co., Inc.",58.63,Washington,King,NPL Site,47.425,-122.2417,53033
American Lake Gardens/McChord AFB,28.9,Washington,Pierce,NPL Site,47.125,-122.5267,53053
Greenacres Landfill,28.9,Washington,Spokane,NPL Site,47.6627,-117.1169,53063
Bangor Ordnance Disposal (USNAVY),30.42,Washington,Kitsap,NPL Site,47.764719,-122.7008,53035
Mica Landfill,34.64,Washington,Spokane,NPL Site,47.579169,-117.2111,53063
Midway Landfill,54.27,Washington,King,NPL Site,47.38,-122.2933,53033
Northside Landfill,28.9,Washington,Spokane,NPL Site,47.7275,-117.4828,53063
Wyckoff Co./Eagle Harbor,32.55,Washington,Kitsap,NPL Site,47.621669,-122.5167,53035
"Naval Air Station, Whidbey Island (Ault Field)",47.58,Washington,Island,NPL Site,48.344219,-122.6637,53029
Hidden Valley Landfill (Thun Field),37.93,Washington,Pierce,NPL Site,47.095,-122.2878,53053
Naval Undersea Warfare Station (4 Areas),33.6,Washington,Kitsap,NPL Site,47.6946,-122.622,53035
Fairchild Air Force Base (4 Waste Areas),31.98,Washington,Spokane,NPL Site,47.628331,-117.6462,53063
Seattle Municipal Landfill (Kent Highlands),52.19,Washington,King,NPL Site,47.391669,-122.2792,53033
Pacific Car & Foundry Co.,42.33,Washington,King,NPL Site,47.488889,-122.1964,53033
Quendall Terminals,50.0,Washington,King,NPL Site,47.533333,-122.2,53033
Lockheed West Seattle,50.0,Washington,King,NPL Site,47.583889,-122.3625,53033
Bremerton Gasworks,50.0,Washington,Kitsap,NPL Site,47.578544,-122.642136,53035
Makah Reservation Warmhouse Beach Dump,50.0,Washington,Clallam,NPL Site,48.388353,-124.65671100000002,53009
Grain Handling Facility at Freeman,50.0,Washington,Spokane,NPL Site,47.519528,-117.194297,53063
City Disposal Corp. Landfill,36.84,Wisconsin,Dane,NPL Site,42.946389,-89.356939,55025
Delavan Municipal Well #4,28.9,Wisconsin,Walworth,NPL Site,42.631669,-88.623889,55127
Hagen Farm,32.06,Wisconsin,Dane,NPL Site,42.9089,-89.1832,55025
Hunts Disposal Landfill,31.02,Wisconsin,Racine,NPL Site,42.835,-87.88,55101
Janesville Ash Beds,57.9,Wisconsin,Rock,NPL Site,42.703061,-89.0275,55105
Janesville Old Landfill,57.93,Wisconsin,Rock,NPL Site,42.702781,-89.023611,55105
Kohler Co. Landfill,42.93,Wisconsin,Sheboygan,NPL Site,43.7375,-87.763889,55117
Lauer I Sanitary Landfill,42.69,Wisconsin,Waukesha,NPL Site,43.181389,-88.06666899999998,55133
Lemberger Transport & Recycling,34.58,Wisconsin,Manitowoc,NPL Site,44.1655,-87.8448,55071
Master Disposal Service Landfill,47.49,Wisconsin,Waukesha,NPL Site,43.092781,-88.163331,55133
"Mid-State Disposal, Inc. Landfill",35.23,Wisconsin,Marathon,NPL Site,44.848331,-90.04,55073
"Moss-American Co., Inc. (Kerr-McGee Oil Co.)",32.14,Wisconsin,Milwaukee,NPL Site,43.1772,-88.0417,55079
Muskego Sanitary Landfill,51.91,Wisconsin,Waukesha,NPL Site,42.8929,-88.1829,55133
"Oconomowoc Electroplating Co., Inc.",31.86,Wisconsin,Dodge,NPL Site,43.2141,-88.5221,55027
Onalaska Municipal Landfill,42.47,Wisconsin,La Crosse,NPL Site,43.9573,-91.3382,55063
Schmalz Dump,48.92,Wisconsin,Calumet,NPL Site,44.21,-88.39666899999997,55015
"Scrap Processing Co., Inc.",34.24,Wisconsin,Taylor,NPL Site,45.1456,-90.3529,55119
"National Presto Industries, Inc.",42.39,Wisconsin,Chippewa,NPL Site,44.8601,-91.452,55017
Stoughton City Landfill,35.79,Wisconsin,Dane,NPL Site,42.923889,-89.206389,55025
"Waste Management of Wisconsin, Inc. (Brookfield Sanitary Landfill)",28.9,Wisconsin,Waukesha,NPL Site,43.048169,-88.148111,55133
Wausau Ground Water Contamination,28.91,Wisconsin,Marathon,NPL Site,44.9773,-89.6292,55073
Sheboygan Harbor & River,33.79,Wisconsin,Sheboygan,NPL Site,43.749444,-87.70075,55117
"Lemberger Landfill, Inc.",34.07,Wisconsin,Manitowoc,NPL Site,44.173331,-87.841669,55071
Tomah Municipal Sanitary Landfill,45.91,Wisconsin,Monroe,NPL Site,43.9944,-90.522,55081
Algoma Municipal Landfill,39.99,Wisconsin,Kewaunee,NPL Site,44.597,-87.4912,55061
Hechimovich Sanitary Landfill,47.91,Wisconsin,Dodge,NPL Site,43.459531,-88.554139,55027
"N.W. Mauthe Co., Inc.",0.0,Wisconsin,Outagamie,NPL Site,44.25555,-88.43,55087
Sauk County Landfill,34.21,Wisconsin,Sauk,NPL Site,43.5145,-89.8775,55111
Spickler Landfill,44.24,Wisconsin,Marathon,NPL Site,44.689689,-90.265611,55073
Madison Metropolitan Sewerage District Lagoons,32.65,Wisconsin,Dane,NPL Site,43.034311,-89.346281,55025
Better Brite Plating Chrome & Zinc Shops,48.91,Wisconsin,Brown,NPL Site,44.438061,-88.0755,55009
Refuse Hideaway Landfill,34.67,Wisconsin,Dane,NPL Site,43.086111,-89.584722,55025
Penta Wood Products,50.0,Wisconsin,Burnett,NPL Site,45.784508,-92.431204,55013
Ashland/Northern States Power Lakefront,50.0,Wisconsin,Ashland,NPL Site,46.595972,-90.883333,55003
Amcast Industrial Corporation,46.86,Wisconsin,Ozaukee,NPL Site,43.288444,-87.982056,55089
"Fike Chemical, Inc.",36.3,West Virginia,Putnam,NPL Site,38.426669,-81.8425,54079
West Virginia Ordnance (USARMY),0.0,West Virginia,Mason,NPL Site,38.926389,-82.076389,54053
Allegany Ballistics Laboratory (USNAVY),50.0,West Virginia,Mineral,NPL Site,39.560972,-78.843611,54057
Sharon Steel Corp (Fairmont Coke Works),57.08,West Virginia,Marion,NPL Site,39.493611,-80.11444399999998,54049
Hanlin-Allied-Olin,53.98,West Virginia,Marshall,NPL Site,39.906667,-80.801389,54051
Vienna Tetrachloroethene,50.0,West Virginia,Wood,NPL Site,39.325167,-81.548778,54107
Big John Salvage - Hoult Road,48.57,West Virginia,Marion,NPL Site,39.497222,-80.123056,54049
Ravenswood PCE Ground Water Plume,50.0,West Virginia,Jackson,NPL Site,38.951667,-81.761667,54035
North 25th Street Glass and Zinc,48.03,West Virginia,Harrison,NPL Site,39.29705300000001,-80.357433,54033
Shaffer Equipment/Arbuckle Creek Area,50.54,West Virginia,Fayette,NPL Site,37.97651,-81.1265,54019
F.E. Warren Air Force Base,39.23,Wyoming,Laramie,NPL Site,41.156669,-104.8622,56021
