County,State,Number_Of_NPL_Sites,NPL_Score_Sum,Number_Of_Harmful_Power_Plants,Generation_5years_Total,Incident_Rate_Trend,Recent_5years_Trend,Time_Adjusted_Cancer_Rate,NPL_Status,Powerplants_Status
Dickey,North Dakota,0,0.0,0,820.8530000000003,0.0,stable,0.4746,No NPL Sites,No Harmful Powerplants
Medina,Ohio,0,0.0,1,0.863,0.5,stable,0.4746,No NPL Sites,One Harmful Powerplants
Washington,Iowa,0,0.0,0,0.0,0.5,stable,0.4745,No NPL Sites,No Harmful Powerplants
Pasquotank,North Carolina,0,0.0,0,206.359,5.2,rising,0.4745,No NPL Sites,No Harmful Powerplants
Lebanon,Pennsylvania,1,46.25,2,24720.42100000001,0.6,stable,0.4745,Have NPL Sites,Two Harmful Powerplants
Stanly,North Carolina,0,0.0,2,4092.684,2.7,stable,0.4744,No NPL Sites,Two Harmful Powerplants
Cass,Nebraska,0,0.0,1,165.27500000000003,-2.9,stable,0.4743,No NPL Sites,One Harmful Powerplants
Spartanburg,South Carolina,2,81.45,4,391.46442000000013,0.1,stable,0.4743,Have NPL Sites,More Than Two Harmful Powerplants
Champaign,Ohio,0,0.0,0,0.0,3.2,stable,0.4743,No NPL Sites,No Harmful Powerplants
Lafayette,Missouri,0,0.0,1,4.553,-1.3,stable,0.4743,No NPL Sites,One Harmful Powerplants
Door,Wisconsin,0,0.0,0,0.0,-0.4,stable,0.4743,No NPL Sites,No Harmful Powerplants
Whiteside,Illinois,0,0.0,0,0.0,-0.9,stable,0.4742000000000001,No NPL Sites,No Harmful Powerplants
Burt,Nebraska,0,0.0,1,0.022900000000000004,1.9,stable,0.4742000000000001,No NPL Sites,One Harmful Powerplants
Pickaway,Ohio,0,0.0,0,0.0,2.6,stable,0.4742000000000001,No NPL Sites,No Harmful Powerplants
Androscoggin,Maine,1,32.25,2,4013.536147,2.0,stable,0.4742000000000001,Have NPL Sites,Two Harmful Powerplants
Davidson,North Carolina,0,0.0,5,700.3230000000002,-2.5,stable,0.4741,No NPL Sites,More Than Two Harmful Powerplants
Craighead,Arkansas,0,0.0,1,191.656,3.8,stable,0.4741,No NPL Sites,One Harmful Powerplants
New London,Connecticut,1,36.53,20,86143.450159,-0.9,falling,0.474,Have NPL Sites,More Than Two Harmful Powerplants
St Clair,Alabama,0,0.0,0,0.0,-0.1,stable,0.474,No NPL Sites,No Harmful Powerplants
Hillsborough,New Hampshire,5,158.55,2,586.4799800000002,-1.5,stable,0.474,Have NPL Sites,Two Harmful Powerplants
Potter,Pennsylvania,0,0.0,0,0.0,-3.9,stable,0.4739,No NPL Sites,No Harmful Powerplants
Chickasaw,Mississippi,0,0.0,1,64.956,-0.1,stable,0.4739,No NPL Sites,One Harmful Powerplants
Wayne,North Carolina,0,0.0,3,33941.912042,-1.0,stable,0.4739,No NPL Sites,More Than Two Harmful Powerplants
Boone,Iowa,0,0.0,2,41.313,-0.1,stable,0.4737,No NPL Sites,Two Harmful Powerplants
Putnam,Tennessee,0,0.0,0,0.0,0.9,stable,0.4737,No NPL Sites,No Harmful Powerplants
Preble,Ohio,0,0.0,0,0.0,0.3,stable,0.4737,No NPL Sites,No Harmful Powerplants
Stark,Illinois,0,0.0,0,2036.44,-7.9,stable,0.4737,No NPL Sites,No Harmful Powerplants
Jones,Georgia,0,0.0,0,0.0,1.1,stable,0.4737,No NPL Sites,No Harmful Powerplants
Hancock,Iowa,0,0.0,0,4830.323,0.6,stable,0.4737,No NPL Sites,No Harmful Powerplants
Burke,Georgia,0,0.0,0,228.18099999999998,0.2,stable,0.4736000000000001,No NPL Sites,No Harmful Powerplants
Moore,North Carolina,3,135.72,0,46.15300000000001,-4.5,stable,0.4735,Have NPL Sites,No Harmful Powerplants
Sheboygan,Wisconsin,2,76.72,2,11618.525982,0.5,stable,0.4734,Have NPL Sites,Two Harmful Powerplants
Coryell,Texas,0,0.0,0,16.976,1.2,stable,0.4734,No NPL Sites,No Harmful Powerplants
Portage,Ohio,1,52.28,1,43.94614,1.9,rising,0.4734,Have NPL Sites,One Harmful Powerplants
Wayne,Illinois,0,0.0,1,0.311,0.6,stable,0.4733,No NPL Sites,One Harmful Powerplants
Douglas,South Dakota,0,0.0,0,0.0,7.0,stable,0.4733,No NPL Sites,No Harmful Powerplants
St Louis,Missouri,4,103.73,3,250.892368,-0.9,stable,0.4732,Have NPL Sites,More Than Two Harmful Powerplants
Mason,West Virginia,1,0.0,3,123476.365658,3.8,stable,0.4731,Have NPL Sites,More Than Two Harmful Powerplants
Iroquois,Illinois,0,0.0,0,1897.568,2.0,stable,0.473,No NPL Sites,No Harmful Powerplants
Morgan,Kentucky,0,0.0,0,0.0,1.7,stable,0.4729,No NPL Sites,No Harmful Powerplants
Codington,South Dakota,0,0.0,1,0.4470000000000001,-2.3,stable,0.4729,No NPL Sites,One Harmful Powerplants
Lowndes,Mississippi,1,52.47,2,19079.248002,0.0,stable,0.4729,Have NPL Sites,Two Harmful Powerplants
Sawyer,Wisconsin,0,0.0,0,103.083,1.1,stable,0.4728000000000001,No NPL Sites,No Harmful Powerplants
Eaton,Michigan,1,31.32,2,4715.554003,0.5,stable,0.4727,Have NPL Sites,Two Harmful Powerplants
Dare,North Carolina,0,0.0,1,3.0120000000000005,4.8,stable,0.4727,No NPL Sites,One Harmful Powerplants
Essex,New York,0,0.0,1,1328.8061679999996,-0.7,falling,0.4726,No NPL Sites,One Harmful Powerplants
Cherokee,South Carolina,1,31.58,2,5212.243939000001,-2.9,stable,0.4726,Have NPL Sites,Two Harmful Powerplants
McDowell,West Virginia,0,0.0,0,0.0,-4.3,stable,0.4725,No NPL Sites,No Harmful Powerplants
Skagit,Washington,0,0.0,3,2474.707005,-1.8,stable,0.4725,No NPL Sites,More Than Two Harmful Powerplants
Floyd,Indiana,0,0.0,1,2564.364013,-0.7,stable,0.4725,No NPL Sites,One Harmful Powerplants
Furnas,Nebraska,0,0.0,3,0.513,4.3,stable,0.4725,No NPL Sites,More Than Two Harmful Powerplants
Baxter,Arkansas,0,0.0,0,0.0,0.6,stable,0.4724,No NPL Sites,No Harmful Powerplants
Covington City,Virginia,0,0.0,1,4447.8196659999985,5.2,stable,0.4724,No NPL Sites,One Harmful Powerplants
Douglas,Nebraska,2,100.0,3,294.76099999999997,-0.9,stable,0.4723,Have NPL Sites,More Than Two Harmful Powerplants
Whatcom,Washington,1,69.34,4,7559.2150090000005,1.7,stable,0.4723,Have NPL Sites,More Than Two Harmful Powerplants
Anderson,South Carolina,0,0.0,4,11138.046000999995,-1.3,stable,0.4723,No NPL Sites,More Than Two Harmful Powerplants
Clarke,Alabama,0,0.0,2,8646.328999,1.0,stable,0.4721,No NPL Sites,Two Harmful Powerplants
Limestone,Alabama,1,61.42,0,0.0,0.2,stable,0.4721,Have NPL Sites,No Harmful Powerplants
Irwin,Georgia,0,0.0,0,0.0,0.2,stable,0.472,No NPL Sites,No Harmful Powerplants
Tioga,New York,0,0.0,0,0.0,-0.7,stable,0.4719,No NPL Sites,No Harmful Powerplants
Dauphin,Pennsylvania,0,0.0,4,35111.877,0.0,stable,0.4719,No NPL Sites,More Than Two Harmful Powerplants
Cherokee,Texas,0,0.0,2,538.257,0.5,stable,0.4718,No NPL Sites,Two Harmful Powerplants
Hendricks,Indiana,0,0.0,2,479.57496000000015,1.5,rising,0.4718,No NPL Sites,Two Harmful Powerplants
Emmet,Michigan,1,42.68,0,0.0,1.1,stable,0.4717,Have NPL Sites,No Harmful Powerplants
Meigs,Ohio,0,0.0,0,0.0,4.4,stable,0.4716000000000001,No NPL Sites,No Harmful Powerplants
Mercer,North Dakota,0,0.0,4,62749.04119400001,2.9,stable,0.4715,No NPL Sites,More Than Two Harmful Powerplants
Cobb,Georgia,0,0.0,2,33648.43223,-0.3,falling,0.4715,No NPL Sites,Two Harmful Powerplants
Sanders,Montana,0,0.0,0,2543.804,1.4,stable,0.4715,No NPL Sites,No Harmful Powerplants
Morgan,Tennessee,0,0.0,0,0.0,1.3,stable,0.4715,No NPL Sites,No Harmful Powerplants
Glenn,California,0,0.0,0,92.72419000000002,-0.5,stable,0.4714,No NPL Sites,No Harmful Powerplants
Langlade,Wisconsin,0,0.0,0,0.0,-0.6,stable,0.4713,No NPL Sites,No Harmful Powerplants
Macon,Alabama,0,0.0,0,0.0,11.4,stable,0.4713,No NPL Sites,No Harmful Powerplants
Marion,Alabama,0,0.0,0,0.0,-0.3,stable,0.4713,No NPL Sites,No Harmful Powerplants
Stokes,North Carolina,0,0.0,1,58812.352137,-1.9,stable,0.4711,No NPL Sites,One Harmful Powerplants
Pottawattamie,Iowa,0,0.0,1,15841.571951,-0.7,falling,0.4711,No NPL Sites,One Harmful Powerplants
Allen,Kentucky,0,0.0,0,0.0,-0.4,stable,0.4711,No NPL Sites,No Harmful Powerplants
Chowan,North Carolina,0,0.0,1,0.75,1.6,stable,0.4711,No NPL Sites,One Harmful Powerplants
Newton,Mississippi,0,0.0,0,0.0,2.4,stable,0.4711,No NPL Sites,No Harmful Powerplants
Buncombe,North Carolina,3,107.23,1,7420.594987999999,1.1,stable,0.4711,Have NPL Sites,One Harmful Powerplants
Florence,South Carolina,0,0.0,1,2371.43684,-1.9,falling,0.4711,No NPL Sites,One Harmful Powerplants
Perry,Ohio,0,0.0,1,159.44000000000003,-0.2,stable,0.4711,No NPL Sites,One Harmful Powerplants
Hampton City,Virginia,1,50.0,0,0.0,-0.6,stable,0.47100000000000003,Have NPL Sites,No Harmful Powerplants
Madison,Mississippi,1,48.03,0,0.0,1.2,stable,0.4709,Have NPL Sites,No Harmful Powerplants
Harnett,North Carolina,0,0.0,0,161.994,-4.9,falling,0.4706,No NPL Sites,No Harmful Powerplants
Lawrence,Alabama,0,0.0,0,0.0,0.8,stable,0.4705,No NPL Sites,No Harmful Powerplants
Foster,North Dakota,0,0.0,0,0.0,-16.5,falling,0.4704,No NPL Sites,No Harmful Powerplants
Ascension,Louisiana,0,0.0,4,8769.59159,-0.9,falling,0.4703,No NPL Sites,More Than Two Harmful Powerplants
Clark,Illinois,1,48.78,2,1.392,2.5,stable,0.4703,Have NPL Sites,Two Harmful Powerplants
Marion,Indiana,2,84.03,4,12929.519114,1.8,stable,0.4703,Have NPL Sites,More Than Two Harmful Powerplants
Martinsville City,Virginia,0,0.0,1,38.398,-2.7,stable,0.4702000000000001,No NPL Sites,One Harmful Powerplants
Bristol,Rhode Island,0,0.0,0,0.0,-3.2,stable,0.4702000000000001,No NPL Sites,No Harmful Powerplants
Fulton,Illinois,0,0.0,1,8835.813946,3.1,stable,0.4702000000000001,No NPL Sites,One Harmful Powerplants
Harrison,Iowa,0,0.0,0,0.0,-0.2,stable,0.4701,No NPL Sites,No Harmful Powerplants
Hanover,Virginia,1,33.71,1,20356.335236000006,1.2,stable,0.4701,Have NPL Sites,One Harmful Powerplants
Livingston,Louisiana,1,33.79,0,0.0,-0.8,falling,0.4701,Have NPL Sites,No Harmful Powerplants
Clermont,Ohio,1,50.0,1,40246.483997,-0.5,stable,0.47,Have NPL Sites,One Harmful Powerplants
Ulster,New York,2,83.62,2,1143.2480039999998,-0.9,falling,0.47,Have NPL Sites,Two Harmful Powerplants
Lee,South Carolina,0,0.0,1,175.02999999999997,-0.7,stable,0.47,No NPL Sites,One Harmful Powerplants
Kaufman,Texas,1,48.0,1,45548.677,-0.2,stable,0.4699,Have NPL Sites,One Harmful Powerplants
McCurtain,Oklahoma,0,0.0,1,2895.772649,-9.2,stable,0.4699,No NPL Sites,One Harmful Powerplants
Norfolk City,Virginia,1,50.0,0,0.0,-0.9,falling,0.4699,Have NPL Sites,No Harmful Powerplants
Johnson,Iowa,0,0.0,3,301.67698499999995,0.1,stable,0.4698,No NPL Sites,More Than Two Harmful Powerplants
Marion,South Carolina,0,0.0,0,0.024,1.4,stable,0.4697,No NPL Sites,No Harmful Powerplants
Hamblen,Tennessee,0,0.0,0,0.0,-0.3,stable,0.4697,No NPL Sites,No Harmful Powerplants
Alleghany,Virginia,1,50.0,1,2.702,-4.0,stable,0.4696000000000001,Have NPL Sites,One Harmful Powerplants
Jackson,West Virginia,1,50.0,0,0.0,0.1,stable,0.4696000000000001,Have NPL Sites,No Harmful Powerplants
Rusk,Wisconsin,0,0.0,2,862.597,-1.8,stable,0.4696000000000001,No NPL Sites,Two Harmful Powerplants
Pointe Coupee,Louisiana,0,0.0,1,97.117,-2.7,falling,0.4696000000000001,No NPL Sites,One Harmful Powerplants
Suwannee,Florida,0,0.0,1,2092.0810010000005,5.9,stable,0.4695,No NPL Sites,One Harmful Powerplants
Jasper,Mississippi,0,0.0,1,0.546,5.4,stable,0.4695,No NPL Sites,One Harmful Powerplants
Hinds,Mississippi,0,0.0,3,14091.323640000002,-0.5,stable,0.4695,No NPL Sites,More Than Two Harmful Powerplants
Ozaukee,Wisconsin,1,46.86,1,22091.649,1.8,stable,0.4695,Have NPL Sites,One Harmful Powerplants
Canyon,Idaho,0,0.0,1,191.29981,1.7,stable,0.4693999999999999,No NPL Sites,One Harmful Powerplants
Rockdale,Georgia,0,0.0,0,11.664000000000001,1.8,stable,0.4693999999999999,No NPL Sites,No Harmful Powerplants
Wayne,Kentucky,0,0.0,0,0.0,-0.1,stable,0.4693,No NPL Sites,No Harmful Powerplants
Lake,Indiana,7,278.42,8,22571.645246000004,-2.4,stable,0.4692,Have NPL Sites,More Than Two Harmful Powerplants
Crenshaw,Alabama,0,0.0,0,0.0,8.9,rising,0.4692,No NPL Sites,No Harmful Powerplants
Clarion,Pennsylvania,0,0.0,0,354.46000000000015,-0.2,stable,0.4692,No NPL Sites,No Harmful Powerplants
McNairy,Tennessee,0,0.0,0,180.905,0.3,stable,0.4692,No NPL Sites,No Harmful Powerplants
Dorchester,South Carolina,0,0.0,0,0.0,-2.4,stable,0.4691,No NPL Sites,No Harmful Powerplants
Winnebago,Wisconsin,0,0.0,2,520.399,-1.1,stable,0.4691,No NPL Sites,Two Harmful Powerplants
Hamilton,Ohio,1,35.25,3,585.286973,-0.8,stable,0.4691,Have NPL Sites,More Than Two Harmful Powerplants
Anderson,Tennessee,1,51.13,2,13922.795089,-3.7,stable,0.469,Have NPL Sites,Two Harmful Powerplants
Sullivan,Indiana,0,0.0,2,28629.374964999995,-0.8,stable,0.469,No NPL Sites,Two Harmful Powerplants
Bleckley,Georgia,0,0.0,0,0.0,3.5,rising,0.469,No NPL Sites,No Harmful Powerplants
Delaware,Indiana,0,0.0,0,0.0,1.3,stable,0.4689,No NPL Sites,No Harmful Powerplants
Pulaski,Indiana,0,0.0,0,0.0,-2.0,stable,0.4689,No NPL Sites,No Harmful Powerplants
Hancock,Mississippi,0,0.0,0,0.0,4.4,stable,0.4688000000000001,No NPL Sites,No Harmful Powerplants
Plymouth,Iowa,0,0.0,0,0.0,-0.1,stable,0.4688000000000001,No NPL Sites,No Harmful Powerplants
Jefferson,Tennessee,0,0.0,0,1814.204,1.7,stable,0.4687,No NPL Sites,No Harmful Powerplants
Richmond,Georgia,2,100.0,1,2169.5188080000007,2.8,rising,0.4686,Have NPL Sites,One Harmful Powerplants
Queen Annes,Maryland,0,0.0,0,0.0,4.0,stable,0.4686,No NPL Sites,No Harmful Powerplants
Oklahoma,Oklahoma,2,92.24,4,34558.248,0.7,stable,0.4685,Have NPL Sites,More Than Two Harmful Powerplants
Salem City,Virginia,0,0.0,3,1.5319999999999998,-3.8,stable,0.4684,No NPL Sites,More Than Two Harmful Powerplants
Cheboygan,Michigan,0,0.0,1,67.233,-3.8,stable,0.4684,No NPL Sites,One Harmful Powerplants
Fulton,Georgia,0,0.0,11,380.27006000000006,-1.0,falling,0.4683000000000001,No NPL Sites,More Than Two Harmful Powerplants
Lee,Arkansas,0,0.0,0,0.0,5.4,stable,0.4683000000000001,No NPL Sites,No Harmful Powerplants
Greene,Alabama,0,0.0,0,0.0,-7.9,stable,0.4682000000000001,No NPL Sites,No Harmful Powerplants
Huron,Ohio,0,0.0,0,0.0,2.8,stable,0.4682000000000001,No NPL Sites,No Harmful Powerplants
Hartford,Connecticut,1,44.93,15,2587.7066519999994,-1.5,falling,0.4682000000000001,Have NPL Sites,More Than Two Harmful Powerplants
McKean,Pennsylvania,0,0.0,0,0.0,1.9,stable,0.4682000000000001,No NPL Sites,No Harmful Powerplants
Jackson,Indiana,1,0.0,0,0.478,2.5,stable,0.4681,Have NPL Sites,No Harmful Powerplants
Northumberland,Virginia,0,0.0,0,0.0,-5.0,stable,0.4681,No NPL Sites,No Harmful Powerplants
Rutherford,North Carolina,0,0.0,1,240.7198,1.3,stable,0.46799999999999997,No NPL Sites,One Harmful Powerplants
Boone,Arkansas,1,28.95,0,0.0,0.8,stable,0.4679,Have NPL Sites,No Harmful Powerplants
Plaquemines,Louisiana,0,0.0,2,468.04152000000005,-0.3,stable,0.4679,No NPL Sites,Two Harmful Powerplants
Butte,California,1,33.73,3,13512.935880000005,-0.8,falling,0.4679,Have NPL Sites,More Than Two Harmful Powerplants
Ware,Georgia,0,0.0,0,0.0,-0.2,stable,0.4678,No NPL Sites,No Harmful Powerplants
Lincoln,Georgia,0,0.0,0,0.0,4.6,stable,0.4677000000000001,No NPL Sites,No Harmful Powerplants
Bergen,New Jersey,8,340.03,3,25896.106584999998,-1.0,falling,0.4677000000000001,Have NPL Sites,More Than Two Harmful Powerplants
Fairfield,Connecticut,2,39.92,12,18670.84665,-0.9,stable,0.4677000000000001,Have NPL Sites,More Than Two Harmful Powerplants
Providence,Rhode Island,7,339.76999999999987,10,26368.231015999998,-3.3,falling,0.4677000000000001,Have NPL Sites,More Than Two Harmful Powerplants
Henry,Indiana,0,0.0,1,559.226,-3.1,stable,0.4676000000000001,No NPL Sites,One Harmful Powerplants
Marion,Ohio,1,48.03,1,1.339,1.8,stable,0.4676000000000001,Have NPL Sites,One Harmful Powerplants
Lucas,Ohio,0,0.0,5,7760.575666999999,-0.8,stable,0.4676000000000001,No NPL Sites,More Than Two Harmful Powerplants
Suffolk City,Virginia,2,107.59,1,109.50200000000001,0.5,stable,0.4676000000000001,Have NPL Sites,One Harmful Powerplants
Accomack,Virginia,0,0.0,4,685.591,-1.9,stable,0.4675,No NPL Sites,More Than Two Harmful Powerplants
Williamsburg,South Carolina,0,0.0,0,0.0,-1.4,stable,0.4675,No NPL Sites,No Harmful Powerplants
Bennington,Vermont,4,209.96,0,0.0,1.1,stable,0.4674,Have NPL Sites,No Harmful Powerplants
Schoharie,New York,0,0.0,0,0.0,-0.3,stable,0.4674,No NPL Sites,No Harmful Powerplants
Fannin,Texas,0,0.0,0,0.0,0.3,stable,0.4673,No NPL Sites,No Harmful Powerplants
Coweta,Georgia,0,0.0,1,3368.872970000001,0.0,stable,0.4672,No NPL Sites,One Harmful Powerplants
Somerset,New Jersey,6,245.6,2,257.84174,-8.8,falling,0.4671,Have NPL Sites,Two Harmful Powerplants
Clinton,Illinois,0,0.0,2,2.51874,1.2,stable,0.4670000000000001,No NPL Sites,Two Harmful Powerplants
Tillman,Oklahoma,0,0.0,0,0.0,-0.9,stable,0.4670000000000001,No NPL Sites,No Harmful Powerplants
Crook,Oregon,0,0.0,0,15.588,-2.9,stable,0.4670000000000001,No NPL Sites,No Harmful Powerplants
Richardson,Nebraska,0,0.0,1,-0.91,3.9,stable,0.4669,No NPL Sites,One Harmful Powerplants
Elbert,Georgia,0,0.0,0,0.0,0.4,stable,0.4669,No NPL Sites,No Harmful Powerplants
Charlevoix,Michigan,0,0.0,1,0.4940000000000001,1.1,stable,0.4668000000000001,No NPL Sites,One Harmful Powerplants
Clinton,Ohio,0,0.0,0,-2.132,-0.3,stable,0.4667,No NPL Sites,No Harmful Powerplants
Winnebago,Iowa,0,0.0,3,4092.741,0.5,stable,0.4667,No NPL Sites,More Than Two Harmful Powerplants
Jackson,Oklahoma,0,0.0,0,0.0,-1.3,stable,0.4667,No NPL Sites,No Harmful Powerplants
Okfuskee,Oklahoma,0,0.0,0,0.0,-1.7,stable,0.4667,No NPL Sites,No Harmful Powerplants
Placer,California,0,0.0,5,9371.268011000002,-0.4,falling,0.4667,No NPL Sites,More Than Two Harmful Powerplants
Mifflin,Pennsylvania,1,40.37,0,0.0,2.3,stable,0.4667,Have NPL Sites,No Harmful Powerplants
Morgan,Alabama,0,0.0,4,164049.839,0.2,stable,0.4667,No NPL Sites,More Than Two Harmful Powerplants
Floyd,Georgia,0,0.0,2,6652.044663999997,-0.3,stable,0.4666,No NPL Sites,Two Harmful Powerplants
Phillips,Arkansas,1,0.0,0,0.0,0.9,stable,0.4665,Have NPL Sites,No Harmful Powerplants
Owen,Indiana,1,50.0,0,0.0,4.6,stable,0.4665,Have NPL Sites,No Harmful Powerplants
Angelina,Texas,0,0.0,0,0.0,-2.0,stable,0.4665,No NPL Sites,No Harmful Powerplants
Polk,Iowa,2,92.28,8,1848.37,-0.2,falling,0.4664,Have NPL Sites,More Than Two Harmful Powerplants
Simpson,Mississippi,0,0.0,0,0.0,-5.7,stable,0.4663000000000001,No NPL Sites,No Harmful Powerplants
Richland,Louisiana,0,0.0,0,0.0,-0.5,stable,0.4662000000000001,No NPL Sites,No Harmful Powerplants
Tuscola,Michigan,0,0.0,2,3182.2627199999997,1.1,stable,0.4661,No NPL Sites,Two Harmful Powerplants
Kershaw,South Carolina,0,0.0,2,1340.0837430000004,-1.7,stable,0.4661,No NPL Sites,Two Harmful Powerplants
Montgomery,Ohio,6,251.8,4,1060.667002,1.2,stable,0.466,Have NPL Sites,More Than Two Harmful Powerplants
Searcy,Arkansas,0,0.0,0,0.0,2.6,stable,0.466,No NPL Sites,No Harmful Powerplants
Coshocton,Ohio,0,0.0,1,27884.455057,5.0,stable,0.466,No NPL Sites,One Harmful Powerplants
Webster,Iowa,0,0.0,1,3019.755,-0.5,falling,0.4659,No NPL Sites,One Harmful Powerplants
Henderson,North Carolina,1,70.71,0,121.491,0.9,stable,0.4658,Have NPL Sites,No Harmful Powerplants
Franklin,New York,1,47.7,1,436.15997999999996,-1.6,falling,0.4658,Have NPL Sites,One Harmful Powerplants
Manitowoc,Wisconsin,2,68.65,4,50061.379416,4.0,rising,0.4658,Have NPL Sites,More Than Two Harmful Powerplants
Montgomery,Mississippi,0,0.0,0,0.0,2.2,stable,0.4657,No NPL Sites,No Harmful Powerplants
Sullivan,Tennessee,0,0.0,4,8756.694899,0.9,stable,0.4657,No NPL Sites,More Than Two Harmful Powerplants
Clay,Missouri,2,96.81,1,-0.6749999999999999,0.9,stable,0.4657,Have NPL Sites,One Harmful Powerplants
Caddo,Oklahoma,1,46.01,3,14913.283999999998,1.5,stable,0.4656,Have NPL Sites,More Than Two Harmful Powerplants
Pinellas,Florida,1,50.0,4,22846.89605000001,-1.5,stable,0.4656,Have NPL Sites,More Than Two Harmful Powerplants
Anne Arundel,Maryland,2,101.44,3,24396.575120000005,-0.3,stable,0.4654999999999999,Have NPL Sites,More Than Two Harmful Powerplants
Independence,Arkansas,0,0.0,1,42080.149607,2.3,stable,0.4654,No NPL Sites,One Harmful Powerplants
Sumner,Tennessee,0,0.0,1,29851.500060000002,-0.6,stable,0.4654,No NPL Sites,One Harmful Powerplants
St John the Baptist,Louisiana,0,0.0,0,0.0,-0.8,falling,0.4654,No NPL Sites,No Harmful Powerplants
Harrison,Indiana,0,0.0,0,0.0,-4.3,stable,0.4654,No NPL Sites,No Harmful Powerplants
Clay,Alabama,0,0.0,0,0.0,1.2,stable,0.4654,No NPL Sites,No Harmful Powerplants
Knox,Tennessee,1,50.0,1,161.376,0.4,stable,0.4654,Have NPL Sites,One Harmful Powerplants
Gallatin,Illinois,0,0.0,0,0.0,3.7,stable,0.4653,No NPL Sites,No Harmful Powerplants
Perry,Pennsylvania,0,0.0,0,0.0,0.4,stable,0.4653,No NPL Sites,No Harmful Powerplants
Wayne,West Virginia,0,0.0,2,1081.9120000000003,2.7,stable,0.4653,No NPL Sites,Two Harmful Powerplants
Washington,Arkansas,0,0.0,4,530.164,2.1,stable,0.4653,No NPL Sites,More Than Two Harmful Powerplants
Greene,Tennessee,0,0.0,0,0.0,2.8,rising,0.4653,No NPL Sites,No Harmful Powerplants
Logan,Oklahoma,0,0.0,0,0.0,-4.9,stable,0.4653,No NPL Sites,No Harmful Powerplants
Elmore,Idaho,1,57.8,2,9259.353000000001,-3.1,falling,0.4652,Have NPL Sites,Two Harmful Powerplants
West Feliciana,Louisiana,0,0.0,4,78395.24714299999,0.4,stable,0.4652,No NPL Sites,More Than Two Harmful Powerplants
Ogle,Illinois,1,33.93,6,97100.02863999996,2.3,stable,0.4651000000000001,Have NPL Sites,More Than Two Harmful Powerplants
Johnson,Texas,0,0.0,2,28689.360001999998,1.5,stable,0.4651000000000001,No NPL Sites,Two Harmful Powerplants
Fluvanna,Virginia,0,0.0,3,29592.833935,0.6,stable,0.4651000000000001,No NPL Sites,More Than Two Harmful Powerplants
Franklin,Ohio,0,0.0,5,0.15386,0.7,stable,0.465,No NPL Sites,More Than Two Harmful Powerplants
Norfolk,Massachusetts,4,208.26,7,35596.51736800001,-2.1,falling,0.465,Have NPL Sites,More Than Two Harmful Powerplants
Coffee,Georgia,0,0.0,0,0.0,1.0,stable,0.465,No NPL Sites,No Harmful Powerplants
Jones,Iowa,0,0.0,1,0.179,-0.4,stable,0.465,No NPL Sites,One Harmful Powerplants
Greenville,South Carolina,3,115.38,2,113.85624,-0.4,stable,0.4649,Have NPL Sites,Two Harmful Powerplants
Daggett,Utah,0,0.0,0,2602.08,0.0,unknown,0.4648,No NPL Sites,No Harmful Powerplants
Lorain,Ohio,0,0.0,5,10343.052015000001,0.0,stable,0.4648,No NPL Sites,More Than Two Harmful Powerplants
