County,State,Number_Of_NPL_Sites,NPL_Score_Sum,Number_Of_Harmful_Power_Plants,Generation_5years_Total,Incident_Rate_Trend,Recent_5years_Trend,Time_Adjusted_Cancer_Rate,NPL_Status,Powerplants_Status
Marshall,Iowa,0,0.0,4,5801.409999999999,-0.2,stable,0.4853000000000001,No NPL Sites,More Than Two Harmful Powerplants
Greene,Pennsylvania,0,0.0,0,0.0,-3.2,stable,0.4853000000000001,No NPL Sites,No Harmful Powerplants
Brevard,Florida,1,35.57,5,33002.203156,-1.1,stable,0.4853000000000001,Have NPL Sites,More Than Two Harmful Powerplants
Scott,Indiana,0,0.0,0,0.0,1.7,stable,0.4852,No NPL Sites,No Harmful Powerplants
Mason,Illinois,0,0.0,1,5383.349059,1.8,stable,0.4852,No NPL Sites,One Harmful Powerplants
Guernsey,Ohio,1,39.42,0,0.0,1.6,stable,0.4850999999999999,Have NPL Sites,No Harmful Powerplants
Worcester,Maryland,0,0.0,1,23.147,1.0,stable,0.4850999999999999,No NPL Sites,One Harmful Powerplants
Buchanan,Missouri,0,0.0,1,59.99399999999999,-1.4,stable,0.4849,No NPL Sites,One Harmful Powerplants
Humphreys,Tennessee,0,0.0,1,9420.565997,-3.1,stable,0.4848,No NPL Sites,One Harmful Powerplants
Pulaski,Arkansas,1,65.46,3,2491.356540000001,-0.9,stable,0.4846,Have NPL Sites,More Than Two Harmful Powerplants
Adams,Nebraska,3,142.24,3,7261.298942999999,-0.1,stable,0.4846,Have NPL Sites,More Than Two Harmful Powerplants
Stone,Mississippi,0,0.0,0,0.0,-3.8,stable,0.4846,No NPL Sites,No Harmful Powerplants
Marquette,Wisconsin,0,0.0,0,0.0,2.7,stable,0.4844,No NPL Sites,No Harmful Powerplants
Faulkner,Arkansas,0,0.0,0,0.0,-1.1,stable,0.4844,No NPL Sites,No Harmful Powerplants
Rabun,Georgia,0,0.0,1,1552.265,0.6,stable,0.4843,No NPL Sites,One Harmful Powerplants
Clark,Missouri,0,0.0,1,0.026000000000000002,-1.7,stable,0.4843,No NPL Sites,One Harmful Powerplants
Effingham,Georgia,0,0.0,4,27170.999851,0.2,stable,0.4843,No NPL Sites,More Than Two Harmful Powerplants
Litchfield,Connecticut,1,38.05,4,1640.6888,-0.8,falling,0.4842,Have NPL Sites,More Than Two Harmful Powerplants
Ballard,Kentucky,0,0.0,0,0.0,-0.7,stable,0.4842,No NPL Sites,No Harmful Powerplants
Valley,Montana,0,0.0,0,3626.5209999999997,0.4,stable,0.4841,No NPL Sites,No Harmful Powerplants
Itawamba,Mississippi,0,0.0,0,0.0,1.8,stable,0.484,No NPL Sites,No Harmful Powerplants
Bradford,Pennsylvania,1,34.79,5,10074.895,-0.8,stable,0.484,Have NPL Sites,More Than Two Harmful Powerplants
Adair,Kentucky,0,0.0,0,0.0,-0.4,stable,0.484,No NPL Sites,No Harmful Powerplants
St Helena,Louisiana,0,0.0,0,0.0,0.7,stable,0.4839000000000001,No NPL Sites,No Harmful Powerplants
Knox,Ohio,0,0.0,0,0.0,-0.2,stable,0.4839000000000001,No NPL Sites,No Harmful Powerplants
Mitchell,North Carolina,0,0.0,0,0.0,-4.5,stable,0.4838,No NPL Sites,No Harmful Powerplants
Shelby,Iowa,0,0.0,1,0.021,0.9,rising,0.4838,No NPL Sites,One Harmful Powerplants
Graves,Kentucky,0,0.0,0,0.0,-2.0,stable,0.4836,No NPL Sites,No Harmful Powerplants
Jackson,Arkansas,0,0.0,0,0.0,-0.4,stable,0.4836,No NPL Sites,No Harmful Powerplants
Henderson,Texas,0,0.0,1,26.575,0.1,stable,0.4835,No NPL Sites,One Harmful Powerplants
West Carroll,Louisiana,0,0.0,0,0.0,-0.5,stable,0.4835,No NPL Sites,No Harmful Powerplants
Bay,Florida,1,50.0,3,22013.617307,-0.9,stable,0.4835,Have NPL Sites,More Than Two Harmful Powerplants
Henry,Georgia,0,0.0,1,62.488,-0.7,falling,0.4835,No NPL Sites,One Harmful Powerplants
Martin,North Carolina,0,0.0,0,234.59319,-1.6,stable,0.4834000000000001,No NPL Sites,No Harmful Powerplants
Catawba,North Carolina,0,0.0,4,46501.460315,0.0,stable,0.4834000000000001,No NPL Sites,More Than Two Harmful Powerplants
Worth,Georgia,0,0.0,0,0.0,0.5,stable,0.4833000000000001,No NPL Sites,No Harmful Powerplants
Baltimore,Maryland,4,164.81,11,4578.167248,-1.2,stable,0.4833000000000001,Have NPL Sites,More Than Two Harmful Powerplants
Lunenburg,Virginia,0,0.0,0,0.0,0.3,stable,0.4833000000000001,No NPL Sites,No Harmful Powerplants
Fulton,Pennsylvania,0,0.0,0,0.0,-4.8,stable,0.4832,No NPL Sites,No Harmful Powerplants
Lee,Iowa,0,0.0,1,4632.13,0.1,stable,0.4832,No NPL Sites,One Harmful Powerplants
Montgomery,Pennsylvania,17,737.1099999999999,5,97777.641062,-0.9,stable,0.4831,Have NPL Sites,More Than Two Harmful Powerplants
Hopkins,Kentucky,0,0.0,0,0.0,-0.7,stable,0.4831,No NPL Sites,No Harmful Powerplants
Blount,Tennessee,0,0.0,0,0.0,-0.4,stable,0.483,No NPL Sites,No Harmful Powerplants
Warren,Illinois,0,0.0,0,0.0,3.0,stable,0.483,No NPL Sites,No Harmful Powerplants
Snohomish,Washington,0,0.0,1,18876.28093,-0.7,falling,0.483,No NPL Sites,One Harmful Powerplants
Oakland,Michigan,4,184.08,6,155.68646,-0.9,falling,0.483,Have NPL Sites,More Than Two Harmful Powerplants
Fayette,Pennsylvania,0,0.0,3,58386.843839999994,0.1,stable,0.4828,No NPL Sites,More Than Two Harmful Powerplants
Webster,Kentucky,0,0.0,3,23277.410061000002,-0.2,stable,0.4828,No NPL Sites,More Than Two Harmful Powerplants
Hancock,Maine,1,50.0,1,1670.529998,0.8,stable,0.4828,Have NPL Sites,One Harmful Powerplants
Walton,Georgia,0,0.0,3,1866.9660000000001,-1.2,stable,0.4828,No NPL Sites,More Than Two Harmful Powerplants
Jackson,Texas,0,0.0,0,0.0,0.3,stable,0.4827000000000001,No NPL Sites,No Harmful Powerplants
Calcasieu,Louisiana,0,0.0,9,54686.223448000004,-0.7,falling,0.4827000000000001,No NPL Sites,More Than Two Harmful Powerplants
Caroline,Maryland,0,0.0,1,134.128,-4.9,falling,0.4826,No NPL Sites,One Harmful Powerplants
Fayette,Iowa,0,0.0,0,0.0,-0.1,stable,0.4826,No NPL Sites,No Harmful Powerplants
Putnam,West Virginia,1,36.3,0,385.142,-2.4,stable,0.4826,Have NPL Sites,No Harmful Powerplants
Hardin,Ohio,0,0.0,0,15.059,9.6,rising,0.4825,No NPL Sites,No Harmful Powerplants
Chester,Pennsylvania,9,351.56,2,104.38495,-0.2,stable,0.4823,Have NPL Sites,Two Harmful Powerplants
Warren,Kentucky,0,0.0,0,0.0,-0.7,falling,0.4823,No NPL Sites,No Harmful Powerplants
Dougherty,Georgia,3,115.66,4,652.5100040000002,-0.6,stable,0.4822,Have NPL Sites,More Than Two Harmful Powerplants
Jefferson,Missouri,2,107.49,2,44105.11584700002,-1.7,stable,0.4822,Have NPL Sites,Two Harmful Powerplants
La Porte,Indiana,2,110.96,0,0.0,-3.5,falling,0.4821000000000001,Have NPL Sites,No Harmful Powerplants
Scott,Iowa,0,0.0,0,0.0,-1.7,falling,0.4821000000000001,No NPL Sites,No Harmful Powerplants
Waldo,Maine,0,0.0,1,20.99122,-1.0,stable,0.482,No NPL Sites,One Harmful Powerplants
Hughes,Oklahoma,0,0.0,1,23.464,-1.6,stable,0.482,No NPL Sites,One Harmful Powerplants
Sumter,Georgia,0,0.0,0,0.0,0.1,stable,0.4819000000000001,No NPL Sites,No Harmful Powerplants
Clinton,Iowa,1,52.11,4,83502.244993,-0.2,stable,0.4818,Have NPL Sites,More Than Two Harmful Powerplants
Woodbury,Iowa,0,0.0,2,30332.933029,-0.2,stable,0.4818,No NPL Sites,Two Harmful Powerplants
Jasper,Texas,2,98.0,1,2709.000735,1.6,stable,0.4818,Have NPL Sites,One Harmful Powerplants
Chattahoochee,Georgia,0,0.0,0,0.0,1.0,stable,0.4817,No NPL Sites,No Harmful Powerplants
Fountain,Indiana,0,0.0,0,0.0,4.5,stable,0.4816,No NPL Sites,No Harmful Powerplants
Newport,Rhode Island,1,32.25,1,6473.319,-2.6,stable,0.4816,Have NPL Sites,One Harmful Powerplants
Scott,Mississippi,0,0.0,0,0.0,-0.8,stable,0.4815,No NPL Sites,No Harmful Powerplants
Harding,New Mexico,0,0.0,0,0.0,-25.6,stable,0.4815,No NPL Sites,No Harmful Powerplants
Grand Isle,Vermont,0,0.0,0,0.0,-4.5,stable,0.4814,No NPL Sites,No Harmful Powerplants
Bullock,Alabama,0,0.0,0,0.0,4.3,stable,0.4813,No NPL Sites,No Harmful Powerplants
Nome,Alaska,0,0.0,6,224.438,-4.5,stable,0.4813,No NPL Sites,More Than Two Harmful Powerplants
Nantucket,Massachusetts,0,0.0,1,0.983,-2.0,falling,0.4813,No NPL Sites,One Harmful Powerplants
Cleburne,Arkansas,0,0.0,0,907.859,4.7,stable,0.4813,No NPL Sites,No Harmful Powerplants
Vermillion,Indiana,0,0.0,2,15666.505987999999,-0.3,stable,0.4813,No NPL Sites,Two Harmful Powerplants
Juneau,Wisconsin,0,0.0,2,529.74472,1.0,stable,0.4812,No NPL Sites,Two Harmful Powerplants
Rockland,New York,1,44.73,4,7407.746744000003,-1.8,falling,0.4812,Have NPL Sites,More Than Two Harmful Powerplants
Aroostook,Maine,1,34.49,4,3658.4,0.2,stable,0.4812,Have NPL Sites,More Than Two Harmful Powerplants
Lewis,Tennessee,0,0.0,0,0.0,-2.1,stable,0.4811,No NPL Sites,No Harmful Powerplants
Cherokee,North Carolina,0,0.0,0,1595.631,-1.8,stable,0.48100000000000004,No NPL Sites,No Harmful Powerplants
Pawnee,Nebraska,0,0.0,0,0.0,-12.0,stable,0.48100000000000004,No NPL Sites,No Harmful Powerplants
Clay,North Carolina,0,0.0,0,158.628,0.3,stable,0.48100000000000004,No NPL Sites,No Harmful Powerplants
Oconee,Georgia,0,0.0,0,33.615,0.2,stable,0.48100000000000004,No NPL Sites,No Harmful Powerplants
Guilford,North Carolina,0,0.0,5,109.73200000000004,1.4,stable,0.48100000000000004,No NPL Sites,More Than Two Harmful Powerplants
Jefferson,Louisiana,1,50.0,4,27370.957589999998,-0.1,stable,0.48100000000000004,Have NPL Sites,More Than Two Harmful Powerplants
Cass,North Dakota,0,0.0,1,0.229,0.2,stable,0.4809000000000001,No NPL Sites,One Harmful Powerplants
Lawrence,Mississippi,0,0.0,1,2427.343009,2.2,stable,0.4809000000000001,No NPL Sites,One Harmful Powerplants
Moultrie,Illinois,0,0.0,1,1.255,0.5,stable,0.4809000000000001,No NPL Sites,One Harmful Powerplants
Saline,Arkansas,0,0.0,0,0.0,-2.7,stable,0.4809000000000001,No NPL Sites,No Harmful Powerplants
Caldwell,North Carolina,0,0.0,1,382.842,-2.1,stable,0.4809000000000001,No NPL Sites,One Harmful Powerplants
Lauderdale,Tennessee,0,0.0,0,0.0,-1.2,stable,0.4808,No NPL Sites,No Harmful Powerplants
Bartow,Georgia,0,0.0,1,70911.98952999999,-0.9,falling,0.4808,No NPL Sites,One Harmful Powerplants
Bell,Texas,1,48.0,1,15255.006999999998,0.3,stable,0.4808,Have NPL Sites,One Harmful Powerplants
Iredell,North Carolina,2,67.96000000000001,3,137.085,-0.1,stable,0.4808,Have NPL Sites,More Than Two Harmful Powerplants
Nemaha,Nebraska,0,0.0,1,1.079,-5.5,stable,0.4807,No NPL Sites,One Harmful Powerplants
Blair,Pennsylvania,1,41.08,1,1294.818,0.9,stable,0.4807,Have NPL Sites,One Harmful Powerplants
Murray,Oklahoma,0,0.0,0,2772.8259999999996,-5.1,stable,0.4807,No NPL Sites,No Harmful Powerplants
Tioga,Pennsylvania,0,0.0,1,898.7719999999998,0.3,stable,0.4807,No NPL Sites,One Harmful Powerplants
Wetzel,West Virginia,0,0.0,1,3370.7021619999996,-2.0,stable,0.4807,No NPL Sites,One Harmful Powerplants
Okeechobee,Florida,0,0.0,0,0.0,-1.9,stable,0.4806,No NPL Sites,No Harmful Powerplants
Oglethorpe,Georgia,0,0.0,0,0.0,0.2,stable,0.4806,No NPL Sites,No Harmful Powerplants
Tulsa,Oklahoma,1,50.0,5,21259.320022,1.8,stable,0.4804,Have NPL Sites,More Than Two Harmful Powerplants
Jefferson,Pennsylvania,1,30.22,0,0.0,-0.8,stable,0.4803,Have NPL Sites,No Harmful Powerplants
Gilmer,Georgia,0,0.0,0,0.0,1.1,stable,0.4803,No NPL Sites,No Harmful Powerplants
Crawford,Georgia,0,0.0,0,0.0,0.5,stable,0.4803,No NPL Sites,No Harmful Powerplants
Flagler,Florida,0,0.0,0,0.0,-2.0,stable,0.4802000000000001,No NPL Sites,No Harmful Powerplants
Russell,Alabama,0,0.0,0,1417.9520000000002,-4.0,stable,0.4802000000000001,No NPL Sites,No Harmful Powerplants
Westmoreland,Virginia,1,37.15,0,0.0,-2.2,stable,0.4802000000000001,Have NPL Sites,No Harmful Powerplants
Marion,Arkansas,0,0.0,0,3816.082,-5.2,falling,0.4802000000000001,No NPL Sites,No Harmful Powerplants
Lewis,Missouri,0,0.0,0,0.0,-6.1,stable,0.4801000000000001,No NPL Sites,No Harmful Powerplants
Clark,Indiana,0,0.0,2,1407.0359999999996,-4.9,stable,0.4801000000000001,No NPL Sites,Two Harmful Powerplants
Linn,Iowa,0,0.0,14,30414.245448,1.7,stable,0.48,No NPL Sites,More Than Two Harmful Powerplants
Henry,Tennessee,0,0.0,0,0.0,-1.4,stable,0.48,No NPL Sites,No Harmful Powerplants
Buchanan,Iowa,0,0.0,1,0.0,-0.3,stable,0.4799000000000001,No NPL Sites,One Harmful Powerplants
Thomas,Georgia,0,0.0,0,0.0,-1.1,falling,0.4799000000000001,No NPL Sites,No Harmful Powerplants
Tehama,California,0,0.0,1,98.07699999999998,-0.7,falling,0.4799000000000001,No NPL Sites,One Harmful Powerplants
St Johns,Florida,0,0.0,1,248.134,1.0,stable,0.4798,No NPL Sites,One Harmful Powerplants
Berks,Pennsylvania,8,318.87,4,18202.153002000003,-0.1,stable,0.4798,Have NPL Sites,More Than Two Harmful Powerplants
Hunterdon,New Jersey,3,119.55,2,369.14052999999996,-0.5,stable,0.4798,Have NPL Sites,Two Harmful Powerplants
Douglas,Wisconsin,0,0.0,3,315.89728,-0.7,stable,0.4798,No NPL Sites,More Than Two Harmful Powerplants
Winn,Louisiana,1,50.7,0,0.0,-1.0,stable,0.4797,Have NPL Sites,No Harmful Powerplants
Cambria,Pennsylvania,0,0.0,5,71410.66709899997,0.0,stable,0.4797,No NPL Sites,More Than Two Harmful Powerplants
Fond du Lac,Wisconsin,0,0.0,3,2717.2039600000007,2.1,stable,0.4797,No NPL Sites,More Than Two Harmful Powerplants
Miller,Georgia,0,0.0,0,0.0,0.3,stable,0.4797,No NPL Sites,No Harmful Powerplants
Greensville,Virginia,0,0.0,0,0.0,12.8,rising,0.4797,No NPL Sites,No Harmful Powerplants
Panola,Mississippi,0,0.0,1,15618.58,2.0,stable,0.4796,No NPL Sites,One Harmful Powerplants
Grayson,Texas,0,0.0,0,0.0,-1.1,stable,0.4795,No NPL Sites,No Harmful Powerplants
Trigg,Kentucky,0,0.0,0,0.0,-0.7,stable,0.4795,No NPL Sites,No Harmful Powerplants
Rapides,Louisiana,0,0.0,2,31716.27849,-0.3,stable,0.4794,No NPL Sites,Two Harmful Powerplants
St Lawrence,New York,2,70.07,0,0.0,-1.0,falling,0.4794,Have NPL Sites,No Harmful Powerplants
Lincoln,Nebraska,0,0.0,1,8130.573002999998,-2.4,stable,0.4794,No NPL Sites,One Harmful Powerplants
Howard,Indiana,2,81.85,0,9.009,4.2,rising,0.4793000000000001,Have NPL Sites,No Harmful Powerplants
White,Georgia,0,0.0,0,0.0,-0.6,stable,0.4793000000000001,No NPL Sites,No Harmful Powerplants
Tippah,Mississippi,0,0.0,0,0.0,2.7,stable,0.4793000000000001,No NPL Sites,No Harmful Powerplants
Shiawassee,Michigan,0,0.0,2,168.64,1.7,stable,0.4792,No NPL Sites,Two Harmful Powerplants
Clay,Iowa,0,0.0,3,83.76899999999998,0.0,stable,0.4790999999999999,No NPL Sites,More Than Two Harmful Powerplants
Caddo,Louisiana,0,0.0,3,16421.921000000002,-0.7,falling,0.4790999999999999,No NPL Sites,More Than Two Harmful Powerplants
Genesee,Michigan,1,38.64,4,852.5160050000001,-1.9,stable,0.479,Have NPL Sites,More Than Two Harmful Powerplants
Madison,Indiana,1,50.0,1,3361.0190000000002,1.0,stable,0.479,Have NPL Sites,One Harmful Powerplants
Essex,Virginia,0,0.0,0,1.017,0.0,stable,0.479,No NPL Sites,No Harmful Powerplants
Decatur,Indiana,0,0.0,0,0.417,1.9,stable,0.4788000000000001,No NPL Sites,No Harmful Powerplants
Etowah,Alabama,0,0.0,1,806.682004,0.8,stable,0.4787,No NPL Sites,One Harmful Powerplants
Waukesha,Wisconsin,4,170.99,2,493.707,0.2,stable,0.4787,Have NPL Sites,Two Harmful Powerplants
Pike,Missouri,0,0.0,1,54.72,-2.0,stable,0.4787,No NPL Sites,One Harmful Powerplants
Charlotte,Virginia,0,0.0,1,25794.040129,-0.8,stable,0.4787,No NPL Sites,One Harmful Powerplants
Westchester,New York,1,50.0,4,83191.13001000001,-0.7,falling,0.4786,Have NPL Sites,More Than Two Harmful Powerplants
Monroe,Pennsylvania,2,69.93,0,0.0,1.4,stable,0.4786,Have NPL Sites,No Harmful Powerplants
Washington,Wisconsin,0,0.0,1,0.049,1.7,rising,0.4785,No NPL Sites,One Harmful Powerplants
Mercer,West Virginia,0,0.0,0,0.0,-0.7,stable,0.4784,No NPL Sites,No Harmful Powerplants
Bibb,Alabama,0,0.0,0,0.0,-0.9,stable,0.4783,No NPL Sites,No Harmful Powerplants
Perry,Illinois,0,0.0,1,296.51,2.6,stable,0.4782,No NPL Sites,One Harmful Powerplants
Pickens,South Carolina,1,37.63,1,-824.68112,-1.8,stable,0.4782,Have NPL Sites,One Harmful Powerplants
Ross,Ohio,0,0.0,1,2083.915997,0.9,stable,0.4782,No NPL Sites,One Harmful Powerplants
Screven,Georgia,0,0.0,0,0.0,0.4,stable,0.4782,No NPL Sites,No Harmful Powerplants
Baldwin,Georgia,0,0.0,0,544.423,-0.2,stable,0.4782,No NPL Sites,No Harmful Powerplants
Wheeler,Oregon,0,0.0,0,0.0,-6.5,stable,0.4782,No NPL Sites,No Harmful Powerplants
Pocahontas,Iowa,0,0.0,2,4837.375160000001,0.0,stable,0.4781000000000001,No NPL Sites,Two Harmful Powerplants
Pulaski,Missouri,0,0.0,0,6.648,0.0,stable,0.4781000000000001,No NPL Sites,No Harmful Powerplants
Keith,Nebraska,1,50.0,0,444.24699999999996,1.0,stable,0.478,Have NPL Sites,No Harmful Powerplants
Linn,Missouri,0,0.0,1,0.059779999999999986,-8.0,falling,0.4779,No NPL Sites,One Harmful Powerplants
Augusta,Virginia,0,0.0,0,0.0,-1.6,stable,0.4779,No NPL Sites,No Harmful Powerplants
Raleigh,West Virginia,0,0.0,0,0.0,1.0,stable,0.4778,No NPL Sites,No Harmful Powerplants
Hillsborough,Florida,12,576.73,8,54387.083227999996,-2.5,falling,0.4778,Have NPL Sites,More Than Two Harmful Powerplants
Coffee,Tennessee,0,0.0,0,0.0,-1.8,stable,0.4777,No NPL Sites,No Harmful Powerplants
Gordon,Georgia,0,0.0,0,0.0,-0.2,stable,0.4777,No NPL Sites,No Harmful Powerplants
Lackawanna,Pennsylvania,0,0.0,2,2035.8230160000005,-1.2,stable,0.4776,No NPL Sites,Two Harmful Powerplants
Cook,Georgia,0,0.0,0,0.0,0.4,stable,0.4776,No NPL Sites,No Harmful Powerplants
Pleasants,West Virginia,0,0.0,0,0.0,8.7,stable,0.4776,No NPL Sites,No Harmful Powerplants
Steuben,New York,0,0.0,1,2199.6280000000006,-1.0,falling,0.4776,No NPL Sites,One Harmful Powerplants
Mercer,Illinois,0,0.0,0,0.0,-2.6,stable,0.4776,No NPL Sites,No Harmful Powerplants
Roosevelt,Montana,0,0.0,0,0.0,-9.3,falling,0.4774000000000001,No NPL Sites,No Harmful Powerplants
Prentiss,Mississippi,0,0.0,0,0.0,1.6,stable,0.4774000000000001,No NPL Sites,No Harmful Powerplants
Tallahatchie,Mississippi,0,0.0,0,0.0,4.5,stable,0.4773,No NPL Sites,No Harmful Powerplants
Milam,Texas,0,0.0,2,41580.436107,-1.4,stable,0.4772,No NPL Sites,Two Harmful Powerplants
Portsmouth City,Virginia,4,172.19,1,1311.018873,0.9,stable,0.4772,Have NPL Sites,One Harmful Powerplants
Barton,Missouri,0,0.0,0,0.0,0.9,stable,0.4771,No NPL Sites,No Harmful Powerplants
New Haven,Connecticut,3,96.77,12,11582.824998999999,-2.0,falling,0.4771,Have NPL Sites,More Than Two Harmful Powerplants
Delaware,New York,3,112.76,0,-823.945,-0.6,stable,0.4771,Have NPL Sites,No Harmful Powerplants
Barnstable,Massachusetts,1,45.92,1,1071.1850049999996,-1.5,falling,0.4771,Have NPL Sites,One Harmful Powerplants
Lake,Ohio,0,0.0,3,50380.46299,-1.6,stable,0.4771,No NPL Sites,More Than Two Harmful Powerplants
Jefferson,Montana,1,61.15,0,0.0,-0.4,stable,0.47700000000000004,Have NPL Sites,No Harmful Powerplants
Hall,Nebraska,3,151.13,2,2413.3980109999993,-1.8,stable,0.4769,Have NPL Sites,Two Harmful Powerplants
Story,Iowa,0,0.0,5,4248.712211,0.2,stable,0.4769,No NPL Sites,More Than Two Harmful Powerplants
Clearfield,Pennsylvania,0,0.0,1,6294.039986,1.9,stable,0.4767,No NPL Sites,One Harmful Powerplants
East Baton Rouge,Louisiana,1,41.44,2,1241.1524880000004,-0.4,stable,0.4765999999999999,Have NPL Sites,Two Harmful Powerplants
Carter,Oklahoma,0,0.0,0,0.0,-1.3,stable,0.4765999999999999,No NPL Sites,No Harmful Powerplants
Unicoi,Tennessee,0,0.0,0,0.0,-4.6,stable,0.4765,No NPL Sites,No Harmful Powerplants
Southampton,Virginia,0,0.0,1,20.818,7.7,stable,0.4765,No NPL Sites,One Harmful Powerplants
Grundy,Iowa,0,0.0,2,2365.206,0.4,stable,0.4765,No NPL Sites,Two Harmful Powerplants
Dearborn,Indiana,0,0.0,2,64000.66701499999,-1.6,stable,0.4765,No NPL Sites,Two Harmful Powerplants
Robertson,Tennessee,0,0.0,0,0.0,-1.2,stable,0.4765,No NPL Sites,No Harmful Powerplants
Henry,Illinois,1,50.1,2,4842.877250000001,1.7,stable,0.4765,Have NPL Sites,Two Harmful Powerplants
Clayton,Georgia,0,0.0,0,0.0,0.2,stable,0.4765,No NPL Sites,No Harmful Powerplants
Clark,Ohio,2,81.46000000000002,0,8.674,0.6,stable,0.4764,Have NPL Sites,No Harmful Powerplants
Worth,Missouri,0,0.0,0,0.0,7.3,stable,0.4764,No NPL Sites,No Harmful Powerplants
Escambia,Florida,4,195.79,5,20189.802130000007,-0.3,stable,0.4764,Have NPL Sites,More Than Two Harmful Powerplants
Washington,Maryland,1,50.0,0,183.542,0.1,stable,0.4764,Have NPL Sites,No Harmful Powerplants
Cocke,Tennessee,0,0.0,0,0.0,0.1,stable,0.4764,No NPL Sites,No Harmful Powerplants
Oconto,Wisconsin,0,0.0,0,279.408,-2.2,stable,0.4764,No NPL Sites,No Harmful Powerplants
Licking,Ohio,0,0.0,0,0.024,3.1,stable,0.4763,No NPL Sites,No Harmful Powerplants
Cuyahoga,Ohio,0,0.0,6,941.2566889999997,-0.8,stable,0.4763,No NPL Sites,More Than Two Harmful Powerplants
Island,Washington,1,47.58,0,0.0,-1.3,falling,0.4762,Have NPL Sites,No Harmful Powerplants
O Brien,Iowa,0,0.0,0,0.0,-0.2,stable,0.4762,No NPL Sites,No Harmful Powerplants
Cameron,Louisiana,0,0.0,1,10.28412,-1.4,stable,0.4762,No NPL Sites,One Harmful Powerplants
Fremont,Iowa,0,0.0,0,1525.0420000000001,-0.4,stable,0.4762,No NPL Sites,No Harmful Powerplants
Prince George,Virginia,0,0.0,0,0.0,-3.6,stable,0.4761,No NPL Sites,No Harmful Powerplants
Fayette,Ohio,0,0.0,0,0.0,4.9,stable,0.4761,No NPL Sites,No Harmful Powerplants
Burke,North Carolina,0,0.0,5,334.87000000000006,-1.9,stable,0.476,No NPL Sites,More Than Two Harmful Powerplants
Winnebago,Illinois,5,218.22,4,895.0989999999999,-0.5,stable,0.4758999999999999,Have NPL Sites,More Than Two Harmful Powerplants
Boone,Kentucky,0,0.0,1,133.835,-0.5,falling,0.4758999999999999,No NPL Sites,One Harmful Powerplants
Gasconade,Missouri,0,0.0,0,0.0,-1.4,stable,0.4758999999999999,No NPL Sites,No Harmful Powerplants
St Louis City,Missouri,0,0.0,0,0.0,-2.8,stable,0.4757,No NPL Sites,No Harmful Powerplants
Plymouth,Massachusetts,0,0.0,2,28781.257408999987,-2.5,falling,0.4756,No NPL Sites,Two Harmful Powerplants
Knox,Maine,0,0.0,0,53.74700000000001,3.1,stable,0.4756,No NPL Sites,No Harmful Powerplants
Delaware,Iowa,0,0.0,0,726.1550000000003,0.4,stable,0.4756,No NPL Sites,No Harmful Powerplants
Tallapoosa,Alabama,0,0.0,1,22216.301,-0.1,stable,0.4756,No NPL Sites,One Harmful Powerplants
Rutland,Vermont,0,0.0,2,251.705,-1.2,stable,0.4755,No NPL Sites,Two Harmful Powerplants
Brown,Ohio,0,0.0,2,20729.387913,-2.1,stable,0.4755,No NPL Sites,Two Harmful Powerplants
St Clair,Illinois,1,30.0,3,102757.810591,0.3,stable,0.4755,Have NPL Sites,More Than Two Harmful Powerplants
Grant,Wisconsin,0,0.0,1,263.273,1.5,stable,0.4755,No NPL Sites,One Harmful Powerplants
Mitchell,Georgia,1,50.0,0,125.76000000000002,-1.1,falling,0.4755,Have NPL Sites,No Harmful Powerplants
Allen,Ohio,0,0.0,0,0.0,1.3,stable,0.4755,No NPL Sites,No Harmful Powerplants
Wilbarger,Texas,0,0.0,1,16762.762024,0.3,stable,0.4754,No NPL Sites,One Harmful Powerplants
Delta,Texas,0,0.0,0,0.0,3.7,stable,0.4754,No NPL Sites,No Harmful Powerplants
Crawford,Illinois,0,0.0,0,0.0,0.8,stable,0.4754,No NPL Sites,No Harmful Powerplants
Dutchess,New York,5,216.82,1,76.02246,-0.6,falling,0.4753000000000001,Have NPL Sites,One Harmful Powerplants
Erie,Pennsylvania,2,88.2,2,199.144,0.2,stable,0.4752,Have NPL Sites,Two Harmful Powerplants
Laurens,South Carolina,0,0.0,1,58.676,1.1,stable,0.4752,No NPL Sites,One Harmful Powerplants
Shelby,Illinois,0,0.0,0,0.0,-2.5,stable,0.4751,No NPL Sites,No Harmful Powerplants
Jasper,Missouri,1,46.2,2,314.05000400000006,-1.2,stable,0.4751,Have NPL Sites,Two Harmful Powerplants
Cabarrus,North Carolina,1,37.93,2,135.54401000000001,-0.2,stable,0.475,Have NPL Sites,Two Harmful Powerplants
Douglas,Georgia,0,0.0,0,0.0,-0.5,stable,0.4749,No NPL Sites,No Harmful Powerplants
Kalkaska,Michigan,0,0.0,1,153.741,-1.4,stable,0.4749,No NPL Sites,One Harmful Powerplants
Hancock,Indiana,0,0.0,0,138.967,-1.1,stable,0.4748000000000001,No NPL Sites,No Harmful Powerplants
Kent,Maryland,0,0.0,0,21.46276,0.8,stable,0.4748000000000001,No NPL Sites,No Harmful Powerplants
Wood,West Virginia,1,50.0,0,1422.87,1.3,stable,0.4747,Have NPL Sites,No Harmful Powerplants
Sandusky,Ohio,0,0.0,1,10758.133220000003,3.7,stable,0.4747,No NPL Sites,One Harmful Powerplants
