State,FIPS,case_per_100k,Lower 95% Confidence Interval,Upper 95% Confidence Interval,Average Annual Count,Recent Trend,incidence_rate_trend,Lower 95% CI,Upper 95% CI,county,State_Code,Cancer_Rate
Texas,48075,382.5,322.3,450.9,30,stable,-2.0,-7.0,3.3,Childress,TX,0.003825
Texas,48031,382.4,337.3,432.5,64,stable,2.5,-8.7,14.9,Blanco,TX,0.0038239999999999997
Colorado,08099,382.4,338.3,430.8,58,stable,-0.3,-11.5,12.3,Prowers,CO,0.0038239999999999997
Colorado,08029,382.3,355.5,410.9,178,stable,-1.3,-6.9,4.5,Delta,CO,0.003823
California,06037,382.3,380.6,384.0,39457,falling,-1.5,-2.5,-0.4,Los Angeles,CA,0.003823
Colorado,08103,382.2,321.0,452.2,29,stable,-4.6,-28.2,26.8,Rio Blanco,CO,0.003822
Arkansas,05065,382.1,345.0,422.8,87,stable,-0.9,-3.2,1.3,Izard,AR,0.003821
Missouri,29057,382.1,330.8,440.1,45,stable,-6.4,-27.5,20.7,Dade,MO,0.003821
Michigan,26003,381.6,336.5,432.2,58,stable,1.9,-16.0,23.7,Alger,MI,0.0038160000000000004
Nebraska,31149,381.6,271.0,531.4,10,stable,-5.1,-34.8,37.9,Rock,NE,0.0038160000000000004
Colorado,08085,381.3,358.2,405.7,224,stable,1.1,-8.7,11.9,Montrose,CO,0.003813
Michigan,26023,381.3,357.8,405.9,208,stable,3.1,-3.7,10.3,Branch,MI,0.003813
Nebraska,31115,381.1,235.7,621.5,4,stable,15.2,-16.7,59.4,Loup,NE,0.003811
Colorado,08087,380.7,350.5,412.8,122,stable,-1.3,-11.3,9.9,Morgan,CO,0.003807
Texas,48445,380.6,336.2,429.4,55,stable,-4.4,-10.9,2.6,Terry,TX,0.0038060000000000004
Oklahoma,40129,380.6,302.7,473.3,18,stable,7.3,-16.4,37.6,Roger Mills,OK,0.0038060000000000004
Hawaii,15001,380.4,369.3,391.8,993,falling,-1.6,-2.1,-1.0,Hawaii,HI,0.0038039999999999997
Texas,48103,380.4,302.8,471.5,17,stable,-2.4,-15.1,12.1,Crane,TX,0.0038039999999999997
North Dakota,38047,380.1,280.9,508.0,12,stable,-6.5,-41.0,48.0,Logan,ND,0.003801
Washington,53065,380.0,357.2,404.0,243,falling,-9.3,-17.4,-0.4,Stevens,WA,0.0038
Wisconsin,55109,379.4,361.0,398.6,338,stable,-5.5,-13.2,3.0,St Croix,WI,0.0037939999999999996
Maryland,24031,379.3,374.2,384.4,4414,stable,-1.6,-3.8,0.7,Montgomery,MD,0.003793
Wyoming,56019,379.2,329.9,434.5,48,stable,4.4,-9.9,21.1,Johnson,WY,0.003792
Texas,48219,379.2,345.5,415.3,96,stable,-1.4,-14.2,13.4,Hockley,TX,0.003792
Missouri,29167,379.1,351.5,408.5,148,stable,-5.5,-12.9,2.6,Polk,MO,0.003791
Texas,48465,379.1,355.0,404.3,189,stable,1.7,-5.0,8.9,Val Verde,TX,0.003791
Oklahoma,40149,378.9,333.7,428.7,54,stable,4.2,-11.2,22.1,Washita,OK,0.003789
Florida,12051,378.9,352.1,407.1,151,stable,-2.6,-7.7,2.9,Hendry,FL,0.003789
Michigan,26073,378.8,356.8,401.8,234,stable,-5.1,-10.0,0.1,Isabella,MI,0.003788
Texas,48171,378.5,350.1,408.8,170,stable,1.0,-1.6,3.7,Gillespie,TX,0.003785
Alaska,02110,378.4,346.7,412.1,125,stable,-2.1,-12.6,9.6,Juneau,AK,0.0037839999999999996
California,06035,378.3,348.9,409.7,130,stable,0.7,-0.7,2.2,Lassen,CA,0.003783
Texas,48061,378.3,369.7,387.0,1512,stable,-1.8,-4.3,0.8,Cameron,TX,0.003783
Florida,12133,378.2,347.7,410.9,118,stable,5.0,-2.7,13.3,Washington,FL,0.0037819999999999998
Wyoming,56001,378.1,346.8,411.4,118,stable,0.8,-9.1,11.9,Albany,WY,0.003781
Virginia,51173,378.1,352.3,405.4,172,stable,-4.5,-13.2,5.0,Smyth,VA,0.003781
Oregon,41049,378.0,331.1,429.9,50,stable,-3.1,-21.4,19.5,Morrow,OR,0.00378
New Mexico,35019,377.9,309.6,458.1,22,stable,-0.6,-1.7,0.5,Guadalupe,NM,0.003779
Texas,48189,377.7,349.1,408.1,131,stable,0.8,-8.7,11.2,Hale,TX,0.003777
Missouri,29063,377.7,334.7,425.0,57,stable,2.0,-9.7,15.3,De Kalb,MO,0.003777
Texas,48463,377.6,346.5,410.7,115,stable,1.1,-4.9,7.5,Uvalde,TX,0.0037760000000000003
Texas,48489,377.5,341.5,416.2,82,stable,8.7,-8.0,28.4,Willacy,TX,0.003775
North Dakota,38029,377.3,307.3,462.4,24,stable,3.7,-22.8,39.4,Emmons,ND,0.0037730000000000003
Texas,48473,377.1,351.2,404.4,168,stable,-3.5,-10.9,4.6,Waller,TX,0.003771
Utah,49025,377.1,323.3,438.1,41,stable,-0.6,-1.4,0.3,Kane,UT,0.003771
Texas,48299,376.9,345.3,411.1,154,stable,-3.5,-14.6,9.1,Llano,TX,0.0037689999999999998
Texas,48041,376.6,362.6,391.1,564,stable,-3.3,-7.1,0.7,Brazos,TX,0.0037660000000000003
Texas,48195,376.4,311.1,451.8,24,stable,14.5,-11.9,48.8,Hansford,TX,0.003764
Oklahoma,40079,376.3,354.3,399.3,232,stable,7.6,-7.2,24.8,Le Flore,OK,0.0037630000000000003
Nevada,32007,376.3,350.5,403.4,176,stable,1.5,-10.4,14.9,Elko,NV,0.0037630000000000003
New Mexico,35015,375.8,354.2,398.3,238,falling,-0.9,-1.4,-0.4,Eddy,NM,0.003758
Utah,49041,375.3,340.6,412.6,89,stable,0.1,-0.7,0.9,Sevier,UT,0.0037530000000000003
Oklahoma,40127,375.2,333.0,421.8,64,stable,12.1,-6.5,34.4,Pushmataha,OK,0.0037519999999999997
Arizona,04003,375.0,361.7,388.7,655,stable,3.1,-3.1,9.8,Cochise,AZ,0.00375
Colorado,08039,375.0,340.7,411.9,111,stable,-3.2,-12.9,7.5,Elbert,CO,0.00375
Georgia,13309,374.8,318.9,438.3,33,stable,2.4,-0.4,5.2,Wheeler,GA,0.003748
Ohio,39075,374.8,348.9,402.1,160,stable,1.4,-8.5,12.3,Holmes,OH,0.003748
Michigan,26059,374.5,352.3,397.9,227,stable,6.1,-6.9,20.9,Hillsdale,MI,0.003745
Colorado,08003,374.5,331.6,421.4,59,stable,-1.9,-15.5,13.9,Alamosa,CO,0.003745
Arizona,04011,374.5,319.8,435.8,35,stable,14.1,-11.6,47.4,Greenlee,AZ,0.003745
Texas,48249,374.5,349.1,401.2,167,stable,-0.6,-10.9,11.0,Jim Wells,TX,0.003745
Texas,48259,374.2,350.0,399.7,192,stable,-2.7,-15.7,12.2,Kendall,TX,0.003742
Virginia,51157,373.9,321.8,433.2,43,stable,-1.3,-18.1,19.0,Rappahannock,VA,0.0037389999999999997
South Dakota,46033,373.9,324.0,430.5,52,stable,0.1,-17.3,21.1,Custer,SD,0.0037389999999999997
Oregon,41015,373.8,344.8,405.3,162,stable,0.6,-12.0,14.9,Curry,OR,0.003738
Texas,48185,373.6,344.4,404.9,129,stable,2.1,-11.6,17.9,Grimes,TX,0.003736
Wyoming,56041,373.6,335.3,415.1,78,stable,-3.0,-13.9,9.2,Uinta,WY,0.003736
Montana,30107,373.6,281.0,491.3,13,stable,-12.0,-24.8,2.8,Wheatland,MT,0.003736
Missouri,29089,373.6,326.5,425.9,49,stable,2.2,-10.0,16.0,Howard,MO,0.003736
Colorado,08073,373.5,310.6,446.1,26,stable,0.9,-11.4,15.1,Lincoln,CO,0.003735
Texas,48127,373.2,323.7,428.0,43,stable,3.6,-15.2,26.6,Dimmit,TX,0.003732
Hawaii,15007,373.0,354.9,391.9,347,stable,-0.9,-1.8,0.1,Kauai,HI,0.00373
Texas,48297,373.0,331.4,418.7,63,stable,1.8,-16.9,24.7,Live Oak,TX,0.00373
Missouri,29185,372.3,328.8,421.0,61,stable,1.7,-13.0,18.8,St Clair,MO,0.003723
West Virginia,54023,372.1,330.4,418.2,65,stable,1.2,-12.3,16.9,Grant,WV,0.0037210000000000003
Texas,48019,372.1,341.5,405.2,130,stable,0.9,-6.4,8.6,Bandera,TX,0.0037210000000000003
North Carolina,37073,372.1,328.9,419.8,58,stable,8.1,-15.8,38.6,Gates,NC,0.0037210000000000003
Texas,48177,371.9,337.7,408.7,91,stable,-0.8,-14.3,14.8,Gonzales,TX,0.0037189999999999996
California,06031,371.8,356.5,387.5,466,falling,-6.0,-11.0,-0.8,Kings,CA,0.003718
California,06107,371.7,363.1,380.3,1489,falling,-1.4,-1.7,-1.1,Tulare,CA,0.003717
Texas,48341,371.1,332.9,412.3,71,stable,1.9,-11.6,17.6,Moore,TX,0.0037110000000000003
California,06043,371.1,339.1,405.8,116,falling,-1.9,-2.7,-1.1,Mariposa,CA,0.0037110000000000003
Missouri,29125,371.0,322.2,425.6,45,stable,7.5,-7.9,25.3,Maries,MO,0.00371
Utah,49005,370.9,352.7,389.8,322,falling,-1.8,-2.6,-1.0,Cache,UT,0.0037089999999999996
Wyoming,56005,370.9,341.6,401.9,148,stable,-0.4,-14.2,15.7,Campbell,WY,0.0037089999999999996
New Mexico,35009,370.8,346.3,396.5,176,falling,-0.6,-1.1,-0.1,Curry,NM,0.003708
Michigan,26039,370.7,333.4,411.7,84,stable,2.7,-10.8,18.3,Crawford,MI,0.003707
Arkansas,05079,370.7,329.2,416.3,59,stable,-1.2,-13.0,12.2,Lincoln,AR,0.003707
West Virginia,54089,370.7,332.3,412.8,76,stable,5.1,-10.8,23.7,Summers,WV,0.003707
Texas,48157,370.4,363.2,377.7,2300,falling,-3.0,-4.8,-1.2,Fort Bend,TX,0.003704
North Dakota,38063,369.9,299.7,456.6,22,stable,7.5,-16.4,38.2,Nelson,ND,0.0036989999999999996
Texas,48357,369.8,316.1,429.9,35,stable,-9.8,-32.4,20.4,Ochiltree,TX,0.003698
Texas,48131,369.4,324.8,418.6,51,stable,3.4,-17.5,29.5,Duval,TX,0.003694
Texas,48151,369.3,299.4,452.7,22,stable,1.3,-30.1,46.8,Fisher,TX,0.003693
Nebraska,31027,369.3,321.1,423.5,48,stable,0.8,-12.3,15.7,Cedar,NE,0.003693
Texas,48025,369.2,339.2,401.1,115,stable,6.5,-1.9,15.8,Bee,TX,0.003692
Virginia,51107,369.0,358.8,379.4,1125,stable,-3.4,-9.9,3.7,Loudoun,VA,0.00369
Texas,48493,368.9,345.9,393.1,203,stable,1.1,-9.5,12.9,Wilson,TX,0.0036889999999999996
Missouri,29211,368.8,312.4,433.2,32,stable,-8.6,-22.4,7.7,Sullivan,MO,0.0036880000000000003
Florida,12021,368.7,361.2,376.3,2290,stable,-0.6,-4.1,3.1,Collier,FL,0.0036869999999999997
Michigan,26005,368.6,353.8,383.8,499,stable,4.3,-1.2,10.2,Allegan,MI,0.003686
Washington,53021,368.5,347.2,390.7,244,stable,-4.1,-8.6,0.7,Franklin,WA,0.003685
Texas,48197,368.5,297.3,452.9,21,stable,6.0,-15.7,33.4,Hardeman,TX,0.003685
Idaho,16005,368.5,350.0,387.7,313,falling,-1.2,-1.7,-0.7,Bannock,ID,0.003685
Alaska,02100,368.4,273.2,488.4,12,stable,-14.9,-35.9,13.0,Haines,AK,0.0036839999999999998
Texas,48501,368.0,308.8,435.0,28,stable,-3.3,-16.3,11.8,Yoakum,TX,0.00368
Colorado,08063,367.8,316.2,426.0,38,stable,1.5,-20.9,30.1,Kit Carson,CO,0.0036780000000000003
Texas,48255,367.8,327.2,412.1,61,stable,-4.2,-23.6,20.3,Karnes,TX,0.0036780000000000003
Colorado,08107,367.7,332.3,406.0,95,stable,-7.7,-17.8,3.6,Routt,CO,0.0036769999999999997
Missouri,29091,367.7,344.4,392.3,196,stable,-5.9,-14.3,3.3,Howell,MO,0.0036769999999999997
Washington,53003,367.5,337.4,399.9,122,stable,-12.6,-28.9,7.4,Asotin,WA,0.003675
New Mexico,35005,367.2,347.5,387.7,272,falling,-3.0,-4.8,-1.1,Chaves,NM,0.003672
Alaska,02060,366.9,218.3,586.2,4,stable,-12.9,-45.6,39.7,Bristol Bay,AK,0.003669
Montana,30005,366.6,307.1,434.7,28,stable,0.5,-8.3,10.2,Blaine,MT,0.0036660000000000004
New Mexico,35007,366.6,326.8,410.6,73,stable,-1.8,-4.6,1.0,Colfax,NM,0.0036660000000000004
Texas,48333,366.6,305.3,438.6,29,rising,23.9,11.5,37.6,Mills,TX,0.0036660000000000004
Colorado,08125,366.5,319.1,419.2,45,stable,2.3,-17.3,26.5,Yuma,CO,0.003665
Colorado,08047,365.7,293.7,450.9,26,stable,-7.7,-25.5,14.5,Gilpin,CO,0.003657
Colorado,08071,365.2,328.2,405.7,79,stable,1.8,-12.6,18.6,Las Animas,CO,0.003652
Georgia,13183,365.1,318.1,416.7,50,stable,-1.4,-3.1,0.4,Long,GA,0.003651
Wisconsin,55091,364.7,313.8,422.5,40,stable,-9.2,-26.1,11.5,Pepin,WI,0.003647
New Mexico,35025,364.5,343.4,386.5,229,falling,-0.8,-1.4,-0.3,Lea,NM,0.003645
Texas,48437,363.9,309.7,425.1,34,falling,-8.9,-14.9,-2.5,Swisher,TX,0.003639
Georgia,13093,363.7,324.4,406.8,67,stable,-1.6,-3.1,0.0,Dooly,GA,0.003637
Texas,48013,363.6,340.4,388.0,190,stable,-4.8,-14.2,5.7,Atascosa,TX,0.0036360000000000003
Virginia,51610,363.0,318.1,412.5,51,stable,4.6,-3.0,12.9,Falls Church City,VA,0.00363
Idaho,16077,363.0,307.3,426.0,32,stable,1.3,-0.9,3.6,Power,ID,0.00363
Colorado,08009,362.8,284.9,456.6,20,stable,7.1,-5.1,20.9,Baca,CO,0.003628
Michigan,26085,362.7,323.3,406.5,76,stable,-3.0,-14.2,9.7,Lake,MI,0.003627
Puerto Rico,72001,362.7,360.1,365.3,15939,stable,-0.1,-1.8,1.6,Adjuntas,PR,0.003627
Colorado,08055,362.6,309.8,423.8,45,stable,-3.2,-13.9,8.7,Huerfano,CO,0.0036260000000000003
Washington,53043,362.5,320.4,409.5,62,stable,5.5,-13.2,28.2,Lincoln,WA,0.003625
Colorado,08089,362.2,329.3,397.8,95,stable,-5.5,-12.5,2.0,Otero,CO,0.003622
Texas,48325,362.0,339.6,385.5,206,stable,-1.0,-6.2,4.5,Medina,TX,0.00362
Virginia,51153,361.9,352.6,371.3,1336,stable,-1.4,-5.2,2.6,Prince William,VA,0.003619
Nevada,32013,361.7,320.9,406.1,63,stable,6.7,-8.3,24.1,Humboldt,NV,0.003617
Virginia,51121,361.7,343.5,380.5,312,stable,0.7,-3.1,4.7,Montgomery,VA,0.003617
Georgia,13265,361.5,265.9,487.9,11,unknown,0.0,0.0,0.0,Taliaferro,GA,0.003615
Arkansas,05073,361.2,310.3,419.2,40,stable,-5.4,-13.6,3.5,Lafayette,AR,0.0036119999999999998
Montana,30039,361.2,284.9,456.0,20,falling,-17.6,-29.5,-3.8,Granite,MT,0.0036119999999999998
Missouri,29009,361.0,337.1,386.4,181,stable,4.6,-6.7,17.2,Barry,MO,0.00361
New Mexico,35027,360.6,328.8,395.1,119,falling,-1.8,-2.3,-1.3,Lincoln,NM,0.0036060000000000003
Georgia,13235,360.4,318.7,406.6,58,stable,-1.0,-2.7,0.7,Pulaski,GA,0.0036039999999999996
Montana,30011,360.4,250.8,516.9,7,stable,30.7,-18.8,110.4,Carter,MT,0.0036039999999999996
North Carolina,37095,360.3,301.5,428.4,28,stable,9.7,-4.6,26.2,Hyde,NC,0.0036030000000000003
Indiana,18087,360.1,332.8,388.9,135,stable,-0.7,-10.7,10.4,La Grange,IN,0.003601
Arizona,04005,360.0,344.8,375.8,459,stable,1.4,-3.8,6.9,Coconino,AZ,0.0036
New Mexico,35023,360.0,294.0,437.7,23,stable,0.8,-0.4,2.0,Hidalgo,NM,0.0036
Texas,48395,360.0,324.5,398.5,81,stable,-5.5,-14.4,4.3,Robertson,TX,0.0036
Texas,48447,360.0,267.3,483.4,11,stable,-8.0,-36.1,32.4,Throckmorton,TX,0.0036
Texas,48345,359.9,243.9,525.1,8,rising,22.1,1.8,46.6,Motley,TX,0.0035989999999999998
Virginia,51013,359.4,347.1,372.0,707,stable,-1.8,-9.8,7.0,Arlington,VA,0.003594
Nebraska,31103,359.3,217.4,578.1,5,stable,-9.9,-52.1,69.5,Keya Paha,NE,0.0035930000000000003
Texas,48433,359.0,255.5,499.0,9,stable,6.5,-27.5,56.3,Stonewall,TX,0.00359
Florida,12043,358.4,320.4,400.3,73,stable,-6.7,-18.3,6.4,Glades,FL,0.003584
Georgia,13307,358.2,277.3,458.7,14,stable,-0.1,-3.6,3.4,Webster,GA,0.0035819999999999997
Idaho,16065,358.0,321.4,397.3,76,stable,0.3,-1.0,1.6,Madison,ID,0.00358
Arizona,04021,357.9,350.1,365.7,1763,stable,-2.0,-6.2,2.4,Pinal,AZ,0.0035789999999999997
Washington,53037,357.5,333.0,383.4,171,stable,-3.7,-12.3,5.8,Kittitas,WA,0.003575
Oregon,41023,357.3,304.6,417.6,42,stable,-12.6,-31.6,11.8,Grant,OR,0.0035730000000000002
Texas,48323,357.2,334.1,381.3,182,stable,3.0,-7.3,14.4,Maverick,TX,0.003572
Nebraska,31135,356.3,276.0,455.0,16,stable,5.0,-27.6,52.3,Perkins,NE,0.003563
Texas,48237,356.0,306.8,411.2,39,stable,-1.5,-14.2,13.1,Jack,TX,0.00356
Virginia,51035,355.1,329.7,382.3,161,stable,8.3,-15.5,38.8,Carroll,VA,0.0035510000000000003
Texas,48389,355.1,312.6,401.8,51,stable,-0.9,-19.3,21.8,Reeves,TX,0.0035510000000000003
Alabama,01037,355.1,314.3,400.4,60,stable,5.6,-18.5,37.0,Coosa,AL,0.0035510000000000003
Georgia,13197,355.1,305.6,410.8,41,falling,-2.3,-4.2,-0.4,Marion,GA,0.0035510000000000003
New Mexico,35033,354.5,287.9,433.1,24,stable,-0.1,-1.3,1.1,Mora,NM,0.003545
Virginia,51685,354.4,304.1,410.2,41,stable,12.4,-4.8,32.7,Manassas Park City,VA,0.003544
Alaska,02280,354.1,295.0,422.4,28,stable,-0.1,-8.9,9.5,Wrangell-Petersburg,AK,0.0035410000000000003
Texas,48101,353.6,255.7,486.8,9,stable,12.3,-18.0,53.7,Cottle,TX,0.003536
Alaska,02220,353.6,301.8,412.0,36,stable,-2.8,-28.0,31.2,Sitka,AK,0.003536
Florida,12077,353.5,299.5,414.7,32,stable,-5.5,-28.7,25.3,Liberty,FL,0.003535
Michigan,26027,353.5,333.4,374.6,253,stable,1.0,-14.4,19.1,Cass,MI,0.003535
Missouri,29203,353.2,304.2,408.5,42,falling,-13.9,-16.6,-11.1,Shannon,MO,0.003532
Wyoming,56023,353.0,317.1,392.0,78,stable,5.1,-5.3,16.8,Lincoln,WY,0.00353
Missouri,29153,353.0,308.5,403.0,56,stable,2.6,-2.8,8.3,Ozark,MO,0.00353
Washington,53059,353.0,310.2,400.5,56,stable,-4.8,-20.4,13.8,Skamania,WA,0.00353
Texas,48413,352.9,270.8,453.1,13,stable,-3.1,-28.3,31.1,Schleicher,TX,0.0035289999999999996
Louisiana,22107,352.6,292.0,423.7,26,falling,-4.7,-7.3,-2.0,Tensas,LA,0.003526
Oregon,41037,352.4,305.6,405.5,45,stable,-2.3,-19.2,18.1,Lake,OR,0.003524
Colorado,08121,352.2,289.1,426.3,24,stable,-7.6,-28.5,19.5,Washington,CO,0.003522
Washington,53001,352.2,312.5,395.4,59,stable,4.3,-7.5,17.7,Adams,WA,0.003522
Oklahoma,40007,352.0,290.1,423.9,25,stable,-4.5,-8.8,0.0,Beaver,OK,0.00352
Alaska,02188,351.9,282.6,432.2,20,stable,-7.3,-14.9,1.0,Northwest Arctic,AK,0.0035189999999999996
Georgia,13167,351.7,306.5,402.2,45,stable,0.0,-2.0,2.1,Johnson,GA,0.0035169999999999997
Idaho,16007,351.6,291.5,421.0,27,stable,0.0,-2.2,2.2,Bear Lake,ID,0.003516
Oregon,41063,351.6,300.5,410.4,42,stable,-11.2,-26.3,6.9,Wallowa,OR,0.003516
South Dakota,46071,351.6,265.3,456.9,12,stable,13.9,-42.1,123.8,Jackson,SD,0.003516
Oregon,41001,351.5,317.7,388.4,92,stable,-15.0,-31.9,6.1,Baker,OR,0.003515
Wyoming,56031,351.3,304.1,404.6,47,stable,-4.7,-15.3,7.3,Platte,WY,0.003513
South Dakota,46063,351.1,223.1,527.7,5,stable,9.3,-28.2,66.3,Harding,SD,0.0035110000000000002
Colorado,08011,351.1,292.6,419.1,26,stable,3.5,-7.9,16.3,Bent,CO,0.0035110000000000002
Colorado,08051,350.9,307.7,398.5,55,stable,5.9,-11.7,26.9,Gunnison,CO,0.003509
Michigan,26083,350.7,262.0,466.6,14,stable,2.3,-21.9,34.2,Keweenaw,MI,0.0035069999999999997
Alaska,02270,350.2,273.0,440.9,17,stable,8.2,-23.9,53.9,Wade Hampton,AK,0.003502
North Dakota,38095,350.0,269.9,452.8,14,stable,-9.6,-24.0,7.7,Towner,ND,0.0035
Utah,49017,349.8,287.5,422.8,25,stable,-0.6,-2.2,0.9,Garfield,UT,0.0034980000000000002
New Mexico,35047,349.7,322.7,378.4,136,stable,-0.3,-0.8,0.3,San Miguel,NM,0.0034969999999999997
New Mexico,35041,349.1,312.3,389.1,67,falling,-2.7,-4.9,-0.4,Roosevelt,NM,0.003491
Idaho,16003,349.0,286.3,425.2,26,falling,-2.9,-5.2,-0.4,Adams,ID,0.00349
Idaho,16031,348.0,315.1,383.4,85,stable,-0.8,-1.9,0.2,Cassia,ID,0.00348
Arizona,04027,347.9,337.1,358.9,831,stable,1.5,-2.0,5.2,Yuma,AZ,0.003479
Colorado,08109,347.9,291.3,413.4,32,stable,6.1,-4.1,17.5,Saguache,CO,0.003479
Texas,48371,347.5,308.0,390.7,57,stable,0.1,-18.5,22.9,Pecos,TX,0.003475
Virginia,51195,347.4,324.0,372.3,171,stable,-3.5,-19.7,16.0,Wise,VA,0.0034739999999999997
Idaho,16071,347.4,277.8,430.2,19,stable,-0.2,-3.6,3.3,Oneida,ID,0.0034739999999999997
Utah,49023,347.2,295.9,404.7,34,stable,-0.3,-1.5,1.0,Juab,UT,0.003472
Missouri,29085,346.6,302.1,397.0,62,stable,2.2,-20.0,30.6,Hickory,MO,0.0034660000000000003
South Dakota,46129,346.5,289.6,412.8,30,stable,-1.8,-9.7,6.8,Walworth,SD,0.003465
North Dakota,38025,346.5,273.7,433.0,17,stable,4.5,-18.9,34.8,Dunn,ND,0.003465
South Dakota,46105,346.4,266.1,445.3,15,stable,-15.2,-31.7,5.3,Perkins,SD,0.0034639999999999996
Texas,48457,346.4,316.8,378.2,109,stable,-0.4,-11.9,12.6,Tyler,TX,0.0034639999999999996
Michigan,26013,346.1,298.9,399.3,42,stable,-3.0,-19.1,16.4,Baraga,MI,0.003461
Montana,30057,346.0,298.8,400.0,48,stable,0.8,-9.4,12.1,Madison,MT,0.00346
Colorado,08067,345.6,324.5,367.8,221,stable,-8.3,-16.1,0.3,La Plata,CO,0.0034560000000000003
Texas,48369,345.6,295.5,401.7,35,stable,8.1,-10.1,30.0,Parmer,TX,0.0034560000000000003
Colorado,08083,345.3,317.2,375.5,124,falling,-7.9,-10.9,-4.8,Montezuma,CO,0.003453
South Dakota,46119,345.3,229.4,502.8,7,stable,-4.4,-39.7,51.5,Sully,SD,0.003453
Virginia,51059,345.1,340.1,350.0,4029,stable,-3.0,-8.6,3.0,Fairfax,VA,0.003451
Texas,48327,344.3,257.3,457.1,13,stable,6.3,-8.8,23.9,Menard,TX,0.0034430000000000003
Oregon,41045,344.2,317.2,373.0,125,stable,-10.8,-28.8,11.8,Malheur,OR,0.0034419999999999997
Texas,48165,343.8,302.4,388.9,52,stable,2.8,-16.3,26.2,Gaines,TX,0.003438
Michigan,26089,343.6,313.6,376.1,128,stable,3.2,-9.2,17.3,Leelanau,MI,0.0034360000000000003
Georgia,13037,343.5,285.5,410.3,26,falling,-3.7,-6.1,-1.2,Calhoun,GA,0.003435
Wyoming,56011,343.4,291.9,402.2,35,stable,9.8,-6.0,28.4,Crook,WY,0.003434
Texas,48079,341.9,259.5,443.3,12,stable,-4.3,-38.2,48.3,Cochran,TX,0.0034189999999999997
Texas,48163,341.6,303.5,383.1,60,stable,3.7,-10.6,20.2,Frio,TX,0.003416
Michigan,26071,341.1,303.5,383.2,75,stable,1.8,-10.6,15.8,Iron,MI,0.0034110000000000004
Michigan,26037,341.1,324.0,358.9,314,stable,0.9,-10.6,13.9,Clinton,MI,0.0034110000000000004
Nebraska,31063,340.7,256.1,446.6,13,stable,2.6,-28.1,46.3,Frontier,NE,0.003407
New Mexico,35045,340.6,326.4,355.3,451,falling,-0.6,-1.0,-0.3,San Juan,NM,0.003406
New Mexico,35017,339.9,314.3,367.4,155,falling,-1.5,-2.2,-0.8,Grant,NM,0.0033989999999999997
Montana,30019,339.8,245.2,464.7,10,stable,-9.4,-40.6,38.2,Daniels,MT,0.003398
Texas,48267,339.4,276.8,414.0,25,stable,1.0,-21.8,30.4,Kimble,TX,0.003394
Wyoming,56015,339.3,302.7,379.6,68,stable,1.8,-19.9,29.3,Goshen,WY,0.003393
Colorado,08037,338.8,312.2,367.1,160,stable,-4.3,-8.5,0.2,Eagle,CO,0.003388
New Mexico,35006,338.7,309.7,369.8,104,stable,-0.4,-1.0,0.2,Cibola,NM,0.003387
Texas,48065,337.6,281.4,402.5,27,stable,12.1,-6.9,35.1,Carson,TX,0.003376
Alaska,02232,337.4,256.9,437.3,14,stable,3.4,-37.2,70.3,Skagway-Hoonah-Angoon,AK,0.003374
Virginia,51510,337.0,323.2,351.4,489,stable,-2.6,-15.4,12.2,Alexandria City,VA,0.00337
Nebraska,31183,336.8,201.3,545.6,4,stable,-0.8,-59.7,143.9,Wheeler,NE,0.003368
Florida,12079,336.0,304.0,370.6,86,stable,-1.8,-16.0,14.9,Madison,FL,0.00336
Arkansas,05101,335.2,289.0,387.8,43,stable,4.1,-12.2,23.5,Newton,AR,0.003352
Colorado,08113,335.0,269.1,411.9,27,stable,4.3,-21.3,38.3,San Miguel,CO,0.00335
California,06091,333.7,258.7,428.1,18,stable,-0.5,-3.1,2.2,Sierra,CA,0.0033369999999999997
Virginia,51185,333.6,312.5,355.9,202,stable,-3.8,-14.6,8.4,Tazewell,VA,0.0033360000000000004
Michigan,26105,333.6,308.5,360.5,146,stable,1.4,-3.8,6.9,Mason,MI,0.0033360000000000004
Arizona,04017,333.2,318.5,348.5,411,stable,-2.9,-9.0,3.6,Navajo,AZ,0.003332
Texas,48215,333.2,327.1,339.4,2307,stable,-2.4,-4.9,0.1,Hidalgo,TX,0.003332
Arizona,04007,332.9,314.2,352.5,297,stable,-0.1,-7.2,7.5,Gila,AZ,0.003329
Ohio,39121,332.5,295.4,373.5,74,stable,-3.1,-13.5,8.5,Noble,OH,0.003325
Texas,48305,332.3,272.9,401.3,24,stable,15.8,-0.1,34.3,Lynn,TX,0.003323
Colorado,08105,332.2,291.4,377.6,52,stable,-4.1,-19.2,13.8,Rio Grande,CO,0.003322
Alaska,02050,332.2,282.1,387.9,39,stable,13.7,-13.0,48.8,Bethel,AK,0.003322
Idaho,16081,331.9,277.9,393.1,31,stable,-2.0,-3.9,0.0,Teton,ID,0.003319
Missouri,29067,330.9,295.6,369.7,71,stable,0.2,-15.1,18.2,Douglas,MO,0.003309
Idaho,16041,330.3,287.6,377.6,44,stable,-0.3,-1.8,1.2,Franklin,ID,0.003303
Texas,48507,329.7,284.4,380.1,39,stable,3.0,-15.4,25.3,Zavala,TX,0.003297
Virginia,51191,329.3,310.8,348.7,259,stable,-9.0,-20.0,3.4,Washington,VA,0.003293
