name,latitude,longitude,primary_fuel,state,normalized_county,Fips
Laurens,42.8486,-94.8506,Oil,Iowa,Pocahontas,19151
Laverne Diesel Generating Plant,36.7106,-99.8906,Oil,Oklahoma,Harper,40059
Lebanon,39.4322,-84.2109,Oil,Ohio,Warren,39165
Lebanon Pines 1 & 2,41.5683,-72.2322,Oil,Connecticut,New London,9011
Lemon Creek,58.3536,-134.4953,Oil,Alaska,Juneau,2110
Lenox,40.88,-94.5589,Oil,Iowa,Taylor,19173
Lexington,35.7736,-80.2594,Oil,North Carolina,Davidson,37057
Lexington Health Center,35.8309,-80.2422,Oil,North Carolina,Davidson,37057
Lilly Technical Center,39.7475,-86.1831,Oil,Indiana,Marion,18097
Lime Creek,43.2481,-93.205,Oil,Iowa,Worth,19195
Lincoln,39.0372,-98.153,Oil,Kansas,Lincoln,20105
Lincolnton High School,35.4774,-81.2623,Oil,North Carolina,Lincoln,37109
Litchfield,45.1282,-94.5352,Oil,Minnesota,Meeker,27093
Long Creek Waste Water Plant,35.3119,-81.1414,Oil,North Carolina,Gaston,37071
Lost Nation,44.5951,-71.4944,Oil,New Hampshire,Coos,33007
Low Moor,37.777,-79.892,Oil,Virginia,Alleghany,51005
Luverne,43.6544,-96.2019,Oil,Minnesota,Rock,27133
Lyons,41.9374,-96.4668,Oil,Nebraska,Burt,31021
M Street Jet,42.3394,-71.0314,Oil,Massachusetts,Suffolk,25025
MNDOT Standby Generation,44.953,-93.1057,Oil,Minnesota,Ramsey,27123
MPEA Energy Center,41.8527,-87.6185,Oil,Illinois,Cook,17031
Maalaea,20.8012,-156.493,Oil,Hawaii,Maui,15009
Macon,39.7378,-92.4689,Oil,Missouri,Macon,29121
Madison Utilities,41.8298,-97.4563,Oil,Nebraska,Madison,31119
Maiden Community Center,35.5772,-81.2081,Oil,North Carolina,Catawba,37035
Malden,36.5531,-89.9682,Oil,Missouri,Dunklin,29069
Manatee,27.6058,-82.3456,Oil,Florida,Hillsborough,12057
Manistique,45.955,-86.2563,Oil,Michigan,Schoolcraft,26153
Manning,41.9067,-95.0347,Oil,Iowa,Carroll,19027
Maple Lake,45.2291,-94.0097,Oil,Minnesota,Wright,27171
Maquoketa 2,42.07,-90.66,Oil,Iowa,Jackson,19097
Marathon Electric,44.9783,-89.6328,Oil,Wisconsin,Marathon,55073
Marathon Generating Plant,24.7108,-81.0927,Oil,Florida,Monroe,12087
Marceline,39.7169,-92.9458,Oil,Missouri,Linn,29115
Marshall,61.8782,-162.0851,Oil,Alaska,Bethel,2050
Marshall (IL),39.3921,-87.6851,Oil,Illinois,Clark,17023
Marshall (MN),44.4466,-95.7921,Oil,Minnesota,Lyon,27083
McClure,37.6294,-120.9314,Oil,California,Stanislaus,6099
McCook,40.2214,-100.6508,Oil,Nebraska,Red Willow,31145
McGrath,62.957,-155.595,Oil,Alaska,Dillingham,2070
McGregor,43.0237,-91.1749,Oil,Wisconsin,Crawford,55023
McLeansboro,38.0947,-88.5413,Oil,Illinois,Hamilton,17065
McManus,31.2136,-81.5462,Oil,Georgia,Glynn,13127
McMinnville,35.705,-85.7439,Oil,Tennessee,Warren,47177
Melrose,45.675,-94.8153,Oil,Minnesota,Stearns,27145
Melrose 2,45.6764,-94.8019,Oil,Minnesota,Stearns,27145
Memphis,40.4578,-92.181,Oil,Missouri,Scotland,29199
Mercy Medical Center,40.6883,-73.6308,Oil,New York,Nassau,36059
Meridian,32.5508,-88.6067,Oil,Mississippi,Lauderdale,28075
Mexico,39.1481,-91.8306,Oil,Missouri,Audrain,29007
Miami Wabash,40.7884,-85.8178,Oil,Indiana,Wabash,18169
Middletown,41.5549,-72.5791,Oil,Connecticut,Middlesex,9007
Miki Basin,20.79,-156.9342,Oil,Hawaii,Maui,15009
Milford,43.3261,-95.1483,Oil,Iowa,Dickinson,19059
Missouri S&T - Power Plant,37.9539,-91.7744,Oil,Missouri,Phelps,29161
Moberly,39.4244,-92.4837,Oil,Missouri,Randolph,29175
Mobile,40.883,-97.6014,Oil,Nebraska,York,31185
Mobile Unit,44.3784,-98.4629,Oil,South Dakota,Beadle,46005
Monroe (MO),39.6525,-91.7325,Oil,Missouri,Marion,29127
Monroe Middle School,34.9733,-80.54,Oil,North Carolina,Union,37179
Montefiore - Westchester Square,40.8406,-73.8484,Oil,New York,Bronx,36005
Monterey Diesel Generation Facility,38.4214,-79.5914,Oil,Virginia,Highland,51091
Montezuma,41.58600000000001,-92.5228,Oil,Iowa,Poweshiek,19157
Montpelier,41.5855,-84.5794,Oil,Ohio,Williams,39171
Montville Station,41.4281,-72.1019,Oil,Connecticut,New London,9011
Monument,39.7667,-84.1739,Oil,Ohio,Montgomery,39113
Moose Lake,46.4541,-92.7606,Oil,Minnesota,Carlton,27017
Mora,45.8771,-93.2951,Oil,Minnesota,Kanabec,27065
Moreau,38.5557,-92.1023,Oil,Missouri,Cole,29051
Morganton  Parker Road,35.7208,-81.6624,Oil,North Carolina,Burke,37023
Morganton Station 5,35.729,-81.7481,Oil,North Carolina,Burke,37023
Moser Generating Station,40.2352,-75.6193,Oil,Pennsylvania,Chester,42029
Mount Clinton,38.4681,-78.865,Oil,Virginia,Harrisonburg City,51660
Mount Sinai Hospital,40.79,-73.9537,Oil,New York,New York,36061
Mountain,40.1229,-77.1723,Oil,Pennsylvania,Cumberland,42041
Mountain Home Energy Center,36.3096,-82.3775,Oil,Tennessee,Washington,47179
Mountain Lake,43.9405,-94.9434,Oil,Minnesota,Cottonwood,27033
Mountain Village,62.0856,-163.7291,Oil,Alaska,Bethel,2050
Mt Pleasant,40.9718,-91.5512,Oil,Iowa,Henry,19087
Mulvane 2,37.4908,-97.2216,Oil,Kansas,Sumner,20191
Municipal Light,36.3858,-90.1867,Oil,Arkansas,Clay,5021
Murphy-Brown LLC,34.9944,-78.1583,Oil,North Carolina,Duplin,37061
Myrtle Beach,33.7083,-78.9241,Oil,South Carolina,Horry,45051
NCAH Central Utility Plant,42.0461,-93.5794,Oil,Iowa,Story,19169
NSB Anaktuvuk Pass,68.138,-151.741,Oil,Alaska,North Slope,2185
NSB Atqasuk Utility,70.4826,-157.4252,Oil,Alaska,North Slope,2185
NSB Kaktovik Utility,70.1256,-143.619,Oil,Alaska,North Slope,2185
NSB Nuiqsut Utility,70.2206,-150.9935,Oil,Alaska,North Slope,2185
NSB Point Hope Utility,68.3484,-166.7372,Oil,Alaska,Nome,2180
NSB Point Lay Utility,69.7408,-163.0058,Oil,Alaska,Northwest Arctic,2188
NSB Wainwright Utility,70.6429,-160.0205,Oil,Alaska,North Slope,2185
NY - Presbyt. Hospital - 525 E 68TH St,40.7644,-73.9539,Oil,New York,Queens,36081
NY Times Daily Production Facility,40.7754,-73.8309,Oil,New York,Bronx,36005
NYC-HH - CONEY ISLAND HOSPITAL,40.5855,-73.9656,Oil,New York,Kings,36047
NYU LANGONE HEALTH,40.7468,-73.9722,Oil,New York,Queens,36081
NYU Luthern Medical Center,40.6467,-74.0211,Oil,New York,Kings,36047
Naknek,58.7304,-157.0072,Oil,Alaska,Dillingham,2070
Nantucket,41.2583,-70.0517,Oil,Massachusetts,Nantucket,25019
Napoleon,41.4106,-84.0967,Oil,Ohio,Henry,39069
Napoleon Peaking,41.4079,-84.1095,Oil,Ohio,Henry,39069
